mention_name,mention_type,mention_popularity,mention_address,mention_longitude,mention_latitude,no_of_blogFiles,mention_found_in_blogFiles
rosemead,city,2,"Rosemead, Los Angeles County, California, United States of America",-118.0879762,34.0676169,10,"berkeley_and_long beach.json,pasadena_and_santa monica.json,berkeley_and_santa monica.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,beverly hills_and_pasadena.json,san bernardino_and_santa monica.json,berkeley_and_pasadena.json,riverside_and_santa monica.json,berkeley_and_beverly hills.json"
santa barbara,city,313,"Santa Barbara, Santa Barbara County, California, United States of America",-119.7026672,34.4221319,343,"berkeley_and_long beach.json,newport beach_and_sausalito.json,bakersfield_and_monterey.json,bakersfield_and_newport beach.json,santa barbara_and_santa clarita.json,carlsbad_and_santa cruz.json,sacramento_and_temecula.json,sacramento_and_san luis obispo.json,berkeley_and_huntington beach.json,bakersfield_and_sausalito.json,newport beach_and_san francisco.json,san luis obispo_and_temecula.json,newport beach_and_sacramento.json,berkeley_and_carlsbad.json,stockton_and_temecula.json,mammoth lakes_and_pasadena.json,berkeley_and_pismo beach.json,pismo beach_and_stockton.json,beverly hills_and_san luis obispo.json,berkeley_and_san diego.json,avalon_and_santa barbara.json,big bear lake_and_santa clarita.json,carlsbad_and_oakland.json,bakersfield_and_los angeles.json,los angeles_and_san luis obispo.json,bakersfield_and_san jose.json,avalon_and_sausalito.json,huntington beach_and_santa cruz.json,fremont_and_pismo beach.json,irvine_and_santa cruz.json,pismo beach_and_san bernardino.json,sacramento_and_santa ana.json,long beach_and_napa.json,san luis obispo_and_santa monica.json,berkeley_and_santa monica.json,san jose_and_santa clarita.json,fresno_and_santa ana.json,fremont_and_san luis obispo.json,monterey_and_santa clarita.json,carlsbad_and_san luis obispo.json,mammoth lakes_and_santa clarita.json,beverly hills_and_stockton.json,fresno_and_san luis obispo.json,san jose_and_santa monica.json,oakland_and_santa monica.json,santa clarita_and_temecula.json,avalon_and_berkeley.json,pasadena_and_san francisco.json,berkeley_and_riverside.json,oakland_and_temecula.json,napa_and_san bernardino.json,riverside_and_stockton.json,beverly hills_and_malibu.json,pasadena_and_san luis obispo.json,anaheim_and_san francisco.json,fremont_and_santa clarita.json,oakland_and_san bernardino.json,anaheim_and_monterey.json,irvine_and_santa barbara.json,berkeley_and_fresno.json,beverly hills_and_san diego.json,carlsbad_and_santa barbara.json,pismo beach_and_santa clarita.json,bakersfield_and_santa monica.json,san bernardino_and_santa cruz.json,bakersfield_and_fresno.json,long beach_and_stockton.json,monterey_and_santa ana.json,beverly hills_and_big bear lake.json,beverly hills_and_san francisco.json,pismo beach_and_santa monica.json,malibu_and_sacramento.json,oakland_and_pasadena.json,los angeles_and_pismo beach.json,long beach_and_santa barbara.json,anaheim_and_san jose.json,malibu_and_san jose.json,bakersfield_and_san diego.json,los angeles_and_sacramento.json,san diego_and_santa monica.json,long beach_and_san francisco.json,mammoth lakes_and_pismo beach.json,big bear lake_and_san luis obispo.json,huntington beach_and_stockton.json,newport beach_and_san jose.json,beverly hills_and_santa barbara.json,anaheim_and_santa cruz.json,avalon_and_santa clarita.json,san bernardino_and_sausalito.json,mammoth lakes_and_san diego.json,irvine_and_napa.json,huntington beach_and_sausalito.json,pismo beach_and_sacramento.json,pasadena_and_pismo beach.json,beverly hills_and_mammoth lakes.json,napa_and_santa ana.json,san diego_and_santa cruz.json,napa_and_newport beach.json,riverside_and_santa cruz.json,bakersfield_and_san luis obispo.json,long beach_and_sausalito.json,san luis obispo_and_santa ana.json,big bear lake_and_santa monica.json,santa ana_and_sausalito.json,santa cruz_and_santa monica.json,oakland_and_riverside.json,anaheim_and_santa barbara.json,san jose_and_santa barbara.json,malibu_and_monterey.json,bakersfield_and_fremont.json,long beach_and_sacramento.json,oakland_and_san luis obispo.json,monterey_and_santa barbara.json,sausalito_and_temecula.json,san luis obispo_and_stockton.json,newport beach_and_oakland.json,big bear lake_and_santa barbara.json,pasadena_and_santa barbara.json,anaheim_and_mammoth lakes.json,sacramento_and_san bernardino.json,san jose_and_temecula.json,anaheim_and_oakland.json,irvine_and_san jose.json,berkeley_and_los angeles.json,fremont_and_santa barbara.json,irvine_and_sausalito.json,san diego_and_san jose.json,berkeley_and_malibu.json,berkeley_and_irvine.json,monterey_and_pasadena.json,beverly hills_and_fremont.json,pismo beach_and_santa barbara.json,mammoth lakes_and_santa monica.json,mammoth lakes_and_santa barbara.json,los angeles_and_monterey.json,san luis obispo_and_santa cruz.json,beverly hills_and_santa cruz.json,bakersfield_and_long beach.json,anaheim_and_sausalito.json,fresno_and_santa monica.json,bakersfield_and_santa cruz.json,beverly hills_and_fresno.json,big bear lake_and_stockton.json,san francisco_and_santa ana.json,monterey_and_pismo beach.json,pismo beach_and_santa ana.json,long beach_and_pismo beach.json,berkeley_and_newport beach.json,avalon_and_santa cruz.json,irvine_and_monterey.json,monterey_and_santa monica.json,monterey_and_san bernardino.json,bakersfield_and_malibu.json,fremont_and_los angeles.json,pasadena_and_santa cruz.json,huntington beach_and_oakland.json,newport beach_and_santa barbara.json,monterey_and_temecula.json,pasadena_and_stockton.json,los angeles_and_san jose.json,santa clarita_and_stockton.json,beverly hills_and_temecula.json,oakland_and_san diego.json,bakersfield_and_pismo beach.json,san jose_and_san luis obispo.json,pismo beach_and_san jose.json,fremont_and_malibu.json,bakersfield_and_beverly hills.json,huntington beach_and_santa barbara.json,berkeley_and_san luis obispo.json,bakersfield_and_santa barbara.json,malibu_and_pasadena.json,fremont_and_pasadena.json,los angeles_and_san francisco.json,berkeley_and_big bear lake.json,newport beach_and_santa cruz.json,san jose_and_santa ana.json,big bear lake_and_pismo beach.json,san bernardino_and_santa clarita.json,carlsbad_and_pismo beach.json,avalon_and_pismo beach.json,napa_and_santa clarita.json,malibu_and_oakland.json,oakland_and_santa ana.json,malibu_and_san francisco.json,riverside_and_santa barbara.json,fremont_and_temecula.json,long beach_and_oakland.json,anaheim_and_fremont.json,huntington beach_and_sacramento.json,fresno_and_pismo beach.json,bakersfield_and_oakland.json,oakland_and_santa clarita.json,bakersfield_and_stockton.json,san diego_and_sausalito.json,fresno_and_huntington beach.json,pismo beach_and_san diego.json,fremont_and_huntington beach.json,fresno_and_san francisco.json,big bear lake_and_santa cruz.json,fresno_and_pasadena.json,berkeley_and_pasadena.json,napa_and_san diego.json,carlsbad_and_santa monica.json,malibu_and_santa clarita.json,mammoth lakes_and_santa ana.json,san francisco_and_santa monica.json,los angeles_and_oakland.json,sacramento_and_santa clarita.json,anaheim_and_bakersfield.json,beverly hills_and_oakland.json,malibu_and_sausalito.json,riverside_and_san jose.json,santa barbara_and_stockton.json,long beach_and_monterey.json,fresno_and_santa clarita.json,beverly hills_and_san jose.json,bakersfield_and_santa ana.json,fresno_and_san bernardino.json,anaheim_and_napa.json,anaheim_and_stockton.json,santa monica_and_temecula.json,pasadena_and_san diego.json,san diego_and_santa barbara.json,los angeles_and_malibu.json,santa monica_and_sausalito.json,san bernardino_and_san luis obispo.json,berkeley_and_santa clarita.json,los angeles_and_san diego.json,santa ana_and_santa barbara.json,pismo beach_and_riverside.json,san luis obispo_and_santa barbara.json,san francisco_and_santa barbara.json,riverside_and_sausalito.json,avalon_and_napa.json,fremont_and_san diego.json,beverly hills_and_monterey.json,malibu_and_santa cruz.json,newport beach_and_san luis obispo.json,san bernardino_and_san francisco.json,long beach_and_san jose.json,bakersfield_and_santa clarita.json,avalon_and_oakland.json,riverside_and_san luis obispo.json,san bernardino_and_santa barbara.json,los angeles_and_santa cruz.json,long beach_and_san luis obispo.json,bakersfield_and_temecula.json,irvine_and_oakland.json,avalon_and_monterey.json,napa_and_santa barbara.json,santa clarita_and_sausalito.json,anaheim_and_sacramento.json,newport beach_and_stockton.json,huntington beach_and_san jose.json,pismo beach_and_santa cruz.json,santa barbara_and_santa monica.json,malibu_and_santa monica.json,fresno_and_irvine.json,avalon_and_bakersfield.json,fresno_and_malibu.json,riverside_and_sacramento.json,carlsbad_and_napa.json,malibu_and_stockton.json,anaheim_and_berkeley.json,oakland_and_santa barbara.json,huntington beach_and_san luis obispo.json,avalon_and_san jose.json,oakland_and_pismo beach.json,santa clarita_and_santa cruz.json,napa_and_pismo beach.json,huntington beach_and_napa.json,long beach_and_santa cruz.json,monterey_and_san diego.json,riverside_and_santa clarita.json,fresno_and_riverside.json,pismo beach_and_sausalito.json,santa barbara_and_sausalito.json,irvine_and_san luis obispo.json,malibu_and_san luis obispo.json,huntington beach_and_monterey.json,monterey_and_newport beach.json,anaheim_and_san luis obispo.json,berkeley_and_santa ana.json,bakersfield_and_san bernardino.json,sacramento_and_santa barbara.json,fresno_and_santa barbara.json,monterey_and_san luis obispo.json,los angeles_and_napa.json,bakersfield_and_berkeley.json,san diego_and_san luis obispo.json,avalon_and_malibu.json,malibu_and_pismo beach.json,fremont_and_newport beach.json,santa cruz_and_temecula.json,beverly hills_and_sacramento.json,anaheim_and_pismo beach.json,avalon_and_san luis obispo.json,carlsbad_and_san jose.json,beverly hills_and_napa.json,malibu_and_napa.json,santa ana_and_santa cruz.json,riverside_and_san francisco.json,malibu_and_santa barbara.json,napa_and_pasadena.json,san diego_and_stockton.json,huntington beach_and_pismo beach.json,irvine_and_stockton.json,santa monica_and_stockton.json,santa ana_and_stockton.json,los angeles_and_sausalito.json,monterey_and_riverside.json,fresno_and_san diego.json,los angeles_and_stockton.json,los angeles_and_santa barbara.json,sacramento_and_san diego.json,pasadena_and_san jose.json,bakersfield_and_san francisco.json,irvine_and_pismo beach.json,santa barbara_and_temecula.json,napa_and_temecula.json,huntington beach_and_san francisco.json,mammoth lakes_and_san luis obispo.json,pasadena_and_sacramento.json,napa_and_san luis obispo.json,san diego_and_santa clarita.json,sacramento_and_santa monica.json,fremont_and_santa monica.json,fresno_and_long beach.json,san luis obispo_and_sausalito.json,napa_and_santa monica.json,santa barbara_and_santa cruz.json,berkeley_and_santa barbara.json,fresno_and_los angeles.json,san francisco_and_temecula.json,carlsbad_and_monterey.json,newport beach_and_pismo beach.json,beverly hills_and_pismo beach.json,los angeles_and_mammoth lakes.json,san luis obispo_and_santa clarita.json,fremont_and_long beach.json,san francisco_and_santa clarita.json,big bear lake_and_san jose.json"
salinas valley,city,10,"Salinas, Monterey County, California, United States of America",-121.6550371,36.6744117,63,"berkeley_and_long beach.json,san jose_and_stockton.json,sacramento_and_san luis obispo.json,los angeles_and_san luis obispo.json,bakersfield_and_san jose.json,irvine_and_santa cruz.json,fresno_and_santa ana.json,fremont_and_san luis obispo.json,fresno_and_san luis obispo.json,riverside_and_stockton.json,mammoth lakes_and_sacramento.json,san bernardino_and_santa cruz.json,oakland_and_santa cruz.json,bakersfield_and_san diego.json,anaheim_and_santa cruz.json,san diego_and_santa cruz.json,riverside_and_santa cruz.json,oakland_and_san luis obispo.json,monterey_and_santa barbara.json,san luis obispo_and_stockton.json,irvine_and_san jose.json,sacramento_and_santa cruz.json,san francisco_and_santa ana.json,irvine_and_monterey.json,monterey_and_san bernardino.json,fremont_and_los angeles.json,los angeles_and_san jose.json,berkeley_and_monterey.json,santa clarita_and_stockton.json,san jose_and_san luis obispo.json,newport beach_and_santa cruz.json,bakersfield_and_oakland.json,fresno_and_huntington beach.json,sacramento_and_santa clarita.json,beverly hills_and_oakland.json,monterey_and_san jose.json,beverly hills_and_san jose.json,san bernardino_and_san luis obispo.json,santa cruz_and_stockton.json,fremont_and_san diego.json,newport beach_and_san luis obispo.json,long beach_and_san jose.json,los angeles_and_santa cruz.json,long beach_and_san luis obispo.json,avalon_and_monterey.json,napa_and_santa barbara.json,fremont_and_fresno.json,riverside_and_sacramento.json,malibu_and_stockton.json,santa clarita_and_santa cruz.json,fresno_and_riverside.json,irvine_and_san luis obispo.json,san diego_and_san luis obispo.json,riverside_and_san francisco.json,san diego_and_stockton.json,irvine_and_stockton.json,monterey_and_riverside.json,fresno_and_san diego.json,los angeles_and_stockton.json,fremont_and_santa cruz.json,fresno_and_long beach.json,san francisco_and_santa clarita.json,fresno_and_santa cruz.json"
pismo beach,city,296,"Pismo Beach, San Luis Obispo County, California, United States of America",-120.6412826,35.1427533,273,"berkeley_and_long beach.json,newport beach_and_sausalito.json,bakersfield_and_monterey.json,carlsbad_and_santa cruz.json,sacramento_and_san luis obispo.json,berkeley_and_huntington beach.json,bakersfield_and_sausalito.json,newport beach_and_san francisco.json,san luis obispo_and_temecula.json,newport beach_and_sacramento.json,berkeley_and_carlsbad.json,stockton_and_temecula.json,berkeley_and_pismo beach.json,pismo beach_and_stockton.json,beverly hills_and_san luis obispo.json,monterey_and_sacramento.json,berkeley_and_san diego.json,avalon_and_santa barbara.json,carlsbad_and_oakland.json,bakersfield_and_los angeles.json,los angeles_and_san luis obispo.json,bakersfield_and_san jose.json,avalon_and_sausalito.json,huntington beach_and_santa cruz.json,fremont_and_pismo beach.json,irvine_and_santa cruz.json,pismo beach_and_san bernardino.json,sacramento_and_santa ana.json,long beach_and_napa.json,san luis obispo_and_santa monica.json,berkeley_and_santa monica.json,fremont_and_san luis obispo.json,monterey_and_santa clarita.json,carlsbad_and_san luis obispo.json,beverly hills_and_stockton.json,fresno_and_san luis obispo.json,san jose_and_santa monica.json,oakland_and_santa monica.json,pasadena_and_san francisco.json,oakland_and_temecula.json,napa_and_san bernardino.json,pasadena_and_san luis obispo.json,anaheim_and_san francisco.json,fremont_and_santa clarita.json,anaheim_and_monterey.json,irvine_and_santa barbara.json,carlsbad_and_santa barbara.json,pismo beach_and_santa clarita.json,bakersfield_and_santa monica.json,bakersfield_and_fresno.json,long beach_and_stockton.json,monterey_and_santa ana.json,beverly hills_and_san francisco.json,pismo beach_and_santa monica.json,malibu_and_sacramento.json,oakland_and_pasadena.json,los angeles_and_pismo beach.json,long beach_and_santa barbara.json,anaheim_and_san jose.json,malibu_and_san jose.json,bakersfield_and_san diego.json,los angeles_and_sacramento.json,long beach_and_san francisco.json,mammoth lakes_and_pismo beach.json,big bear lake_and_san luis obispo.json,huntington beach_and_stockton.json,newport beach_and_san jose.json,anaheim_and_santa cruz.json,mammoth lakes_and_san diego.json,huntington beach_and_sausalito.json,pismo beach_and_sacramento.json,pasadena_and_pismo beach.json,napa_and_santa ana.json,san diego_and_santa cruz.json,pismo beach_and_san luis obispo.json,napa_and_newport beach.json,bakersfield_and_san luis obispo.json,long beach_and_sausalito.json,san luis obispo_and_santa ana.json,santa ana_and_sausalito.json,santa cruz_and_santa monica.json,pismo beach_and_temecula.json,anaheim_and_santa barbara.json,san jose_and_santa barbara.json,malibu_and_monterey.json,bakersfield_and_fremont.json,long beach_and_sacramento.json,oakland_and_san luis obispo.json,monterey_and_santa barbara.json,san luis obispo_and_stockton.json,newport beach_and_oakland.json,big bear lake_and_santa barbara.json,pasadena_and_santa barbara.json,anaheim_and_oakland.json,irvine_and_san jose.json,berkeley_and_los angeles.json,fremont_and_santa barbara.json,san diego_and_san jose.json,berkeley_and_malibu.json,monterey_and_pasadena.json,beverly hills_and_fremont.json,pismo beach_and_santa barbara.json,mammoth lakes_and_santa barbara.json,los angeles_and_monterey.json,san luis obispo_and_santa cruz.json,beverly hills_and_santa cruz.json,bakersfield_and_long beach.json,anaheim_and_sausalito.json,fresno_and_santa monica.json,bakersfield_and_santa cruz.json,san francisco_and_santa ana.json,monterey_and_pismo beach.json,pismo beach_and_santa ana.json,long beach_and_pismo beach.json,berkeley_and_newport beach.json,avalon_and_santa cruz.json,irvine_and_monterey.json,monterey_and_santa monica.json,monterey_and_san bernardino.json,fremont_and_los angeles.json,pasadena_and_santa cruz.json,huntington beach_and_oakland.json,newport beach_and_santa barbara.json,monterey_and_temecula.json,pasadena_and_stockton.json,los angeles_and_san jose.json,santa clarita_and_stockton.json,oakland_and_san diego.json,bakersfield_and_pismo beach.json,san jose_and_san luis obispo.json,pismo beach_and_san jose.json,fremont_and_malibu.json,huntington beach_and_santa barbara.json,berkeley_and_san luis obispo.json,bakersfield_and_santa barbara.json,fremont_and_pasadena.json,los angeles_and_san francisco.json,newport beach_and_santa cruz.json,san jose_and_santa ana.json,big bear lake_and_pismo beach.json,carlsbad_and_pismo beach.json,avalon_and_pismo beach.json,napa_and_santa clarita.json,malibu_and_oakland.json,oakland_and_santa ana.json,malibu_and_san francisco.json,riverside_and_santa barbara.json,long beach_and_oakland.json,anaheim_and_fremont.json,huntington beach_and_sacramento.json,fresno_and_pismo beach.json,oakland_and_santa clarita.json,san diego_and_sausalito.json,fresno_and_huntington beach.json,pismo beach_and_san diego.json,fremont_and_huntington beach.json,fresno_and_san francisco.json,big bear lake_and_santa cruz.json,berkeley_and_pasadena.json,napa_and_san diego.json,san francisco_and_santa monica.json,los angeles_and_oakland.json,bakersfield_and_huntington beach.json,sacramento_and_santa clarita.json,beverly hills_and_oakland.json,malibu_and_sausalito.json,riverside_and_san jose.json,santa barbara_and_stockton.json,mammoth lakes_and_santa cruz.json,long beach_and_monterey.json,beverly hills_and_san jose.json,bakersfield_and_santa ana.json,anaheim_and_napa.json,anaheim_and_stockton.json,san diego_and_santa barbara.json,santa monica_and_sausalito.json,san bernardino_and_san luis obispo.json,berkeley_and_santa clarita.json,pismo beach_and_riverside.json,san luis obispo_and_santa barbara.json,san francisco_and_santa barbara.json,beverly hills_and_monterey.json,malibu_and_santa cruz.json,newport beach_and_san luis obispo.json,san bernardino_and_san francisco.json,long beach_and_san jose.json,avalon_and_oakland.json,riverside_and_san luis obispo.json,san bernardino_and_santa barbara.json,los angeles_and_santa cruz.json,long beach_and_san luis obispo.json,irvine_and_oakland.json,avalon_and_monterey.json,napa_and_santa barbara.json,santa clarita_and_sausalito.json,anaheim_and_sacramento.json,newport beach_and_stockton.json,huntington beach_and_san jose.json,pismo beach_and_santa cruz.json,santa barbara_and_santa monica.json,riverside_and_sacramento.json,carlsbad_and_napa.json,malibu_and_stockton.json,anaheim_and_berkeley.json,mammoth lakes_and_monterey.json,oakland_and_santa barbara.json,huntington beach_and_san luis obispo.json,avalon_and_san jose.json,oakland_and_pismo beach.json,santa clarita_and_santa cruz.json,napa_and_pismo beach.json,huntington beach_and_napa.json,long beach_and_santa cruz.json,monterey_and_san diego.json,pismo beach_and_sausalito.json,santa barbara_and_sausalito.json,irvine_and_san luis obispo.json,malibu_and_san luis obispo.json,huntington beach_and_monterey.json,monterey_and_newport beach.json,anaheim_and_san luis obispo.json,berkeley_and_santa ana.json,bakersfield_and_san bernardino.json,sacramento_and_santa barbara.json,fresno_and_santa barbara.json,monterey_and_san luis obispo.json,los angeles_and_napa.json,san diego_and_san luis obispo.json,malibu_and_pismo beach.json,fremont_and_newport beach.json,beverly hills_and_sacramento.json,anaheim_and_pismo beach.json,avalon_and_san luis obispo.json,carlsbad_and_san jose.json,beverly hills_and_napa.json,malibu_and_napa.json,riverside_and_san francisco.json,malibu_and_santa barbara.json,napa_and_pasadena.json,san diego_and_stockton.json,huntington beach_and_pismo beach.json,santa monica_and_stockton.json,los angeles_and_sausalito.json,monterey_and_riverside.json,avalon_and_sacramento.json,los angeles_and_stockton.json,los angeles_and_santa barbara.json,sacramento_and_san diego.json,pasadena_and_san jose.json,bakersfield_and_san francisco.json,irvine_and_pismo beach.json,santa barbara_and_temecula.json,huntington beach_and_san francisco.json,mammoth lakes_and_san luis obispo.json,pasadena_and_sacramento.json,napa_and_san luis obispo.json,sacramento_and_santa monica.json,fremont_and_santa monica.json,fresno_and_long beach.json,san luis obispo_and_sausalito.json,napa_and_santa monica.json,santa barbara_and_santa cruz.json,berkeley_and_santa barbara.json,fresno_and_los angeles.json,san francisco_and_temecula.json,carlsbad_and_monterey.json,newport beach_and_pismo beach.json,beverly hills_and_pismo beach.json,san luis obispo_and_santa clarita.json,fremont_and_long beach.json,san francisco_and_santa clarita.json,big bear lake_and_san jose.json,fresno_and_santa cruz.json"
redwood city,city,27,"Redwood City, San Mateo County, California, United States of America",-122.2363547,37.4852152,80,"berkeley_and_long beach.json,newport beach_and_sausalito.json,san jose_and_stockton.json,bakersfield_and_monterey.json,bakersfield_and_sausalito.json,sausalito_and_stockton.json,stockton_and_temecula.json,mammoth lakes_and_sausalito.json,monterey_and_sacramento.json,carlsbad_and_oakland.json,anaheim_and_fresno.json,avalon_and_sausalito.json,san jose_and_sausalito.json,monterey_and_stockton.json,riverside_and_stockton.json,long beach_and_stockton.json,oakland_and_pasadena.json,anaheim_and_san jose.json,fremont_and_san jose.json,san bernardino_and_sausalito.json,irvine_and_napa.json,huntington beach_and_sausalito.json,berkeley_and_fremont.json,sacramento_and_san bernardino.json,anaheim_and_oakland.json,berkeley_and_los angeles.json,irvine_and_sausalito.json,mammoth lakes_and_riverside.json,carlsbad_and_stockton.json,bakersfield_and_napa.json,fresno_and_san jose.json,berkeley_and_san jose.json,anaheim_and_sausalito.json,monterey_and_san bernardino.json,fremont_and_sacramento.json,san bernardino_and_san jose.json,fremont_and_los angeles.json,fresno_and_oakland.json,oakland_and_stockton.json,fresno_and_monterey.json,fresno_and_sacramento.json,carlsbad_and_sacramento.json,berkeley_and_sacramento.json,huntington beach_and_sacramento.json,fremont_and_oakland.json,irvine_and_sacramento.json,bakersfield_and_oakland.json,oakland_and_santa clarita.json,bakersfield_and_stockton.json,san diego_and_sausalito.json,sacramento_and_san francisco.json,sacramento_and_santa clarita.json,malibu_and_sausalito.json,fresno_and_san bernardino.json,anaheim_and_napa.json,santa monica_and_sausalito.json,oakland_and_sacramento.json,riverside_and_sausalito.json,santa clarita_and_sausalito.json,fremont_and_fresno.json,riverside_and_sacramento.json,fremont_and_stockton.json,avalon_and_san jose.json,sacramento_and_san jose.json,big bear lake_and_sausalito.json,berkeley_and_napa.json,berkeley_and_santa ana.json,fresno_and_stockton.json,riverside_and_san francisco.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,oakland_and_san jose.json,san bernardino_and_stockton.json,pasadena_and_sausalito.json,san luis obispo_and_sausalito.json,fresno_and_los angeles.json,san francisco_and_temecula.json,fremont_and_sausalito.json,fremont_and_long beach.json,san francisco_and_santa clarita.json"
