mention_name,mention_type,mention_popularity,mention_address,mention_longitude,mention_latitude,no_of_blogFiles,mention_found_in_blogFiles,youTubeLinkIds
orcutt road,tertiary,2,"Orcutt Road, San Luis Obispo, San Luis Obispo County, California, 93401, United States of America",-120.6461204,35.2612967,7,"big bear lake_and_napa.json,fremont_and_san luis obispo.json,long beach_and_san luis obispo.json,los angeles_and_san luis obispo.json,newport beach_and_san luis obispo.json,oakland_and_san luis obispo.json,sacramento_and_san luis obispo.json","3sedsHSaLC4,sB_qW3RnqF0,3MU-tM3iTgI"
south arroyo parkway,primary,2,"South Arroyo Parkway, Pasadena, Los Angeles County, California, 91105, United States of America",-118.1473496,34.1280838,1,avalon_and_pasadena.json,"pP5UOy0ivfU,C0FnO620Y1o,RKEMjzQiHKg"
cave city,hamlet,1,"Cave City, Calaveras County, California, United States of America",-120.5085358,38.2024183,1,avalon_and_mammoth lakes.json,"_Mt_phpEZb8,dCGgalodlcw,f3ha7h1QOhc"
library tower,library,1,"Science and Engineering Library – Engineering and Mathematical Sciences, Portola Plaza, Westwood Village, Westwood, LA, Los Angeles County, California, 90095, United States of America",-118.4426066,34.0690663,1,avalon_and_pasadena.json,"DFBAlOnklXM,-AQTKSd68zI,PvG6m07YBQQ"
limonite frontage road,residential,1,"Limonite Frontage Road, Rubidoux, Jurupa Valley, Riverside County, California, 92509, United States of America",-117.4297488,33.9861518,1,avalon_and_san bernardino.json,1SKFv5fQmqA
fruitvale district,secondary,1,"Fruitvale Avenue, Dimond District, Oakland, Alameda County, California, 94602, United States of America",-122.2169457,37.7986804,2,"berkeley_and_oakland.json,fremont_and_oakland.json","_DPHncMveY0,tYawMdb8NZU,2MduTjCZs3c"
eternal valley cemetery,cemetery,1,"Eternal Valley, Newhall, Santa Clarita, Los Angeles County, California, 91321, United States of America",-118.510342379681,34.3618974,4,"avalon_and_santa clarita.json,santa ana_and_santa clarita.json,santa clarita_and_sausalito.json,santa clarita_and_stockton.json","grYmS02CTnE,v8ta_KiLUx0,KLAM2SNbxGI"
hollywood pacific theatre,theatre,1,"Hollywood Pacific Theatre, North Wilcox Avenue, Hollywood, LA, Los Angeles County, California, 90028, United States of America",-118.3306652,34.1020397,1,beverly hills_and_carlsbad.json,"cNvz8omG6qw,6GYkIwfKxP8,XRYuDzP4LW0"
canada road,residential,1,"La Canada Road, Hillsborough, San Mateo County, California, 94010, United States of America",-122.3548905,37.5572346,8,"berkeley_and_fremont.json,fremont_and_oakland.json,fremont_and_sacramento.json,fremont_and_san francisco.json,fremont_and_sausalito.json,long beach_and_oakland.json,oakland_and_san jose.json,sacramento_and_san francisco.json","tXLwbWkowjI,SkWqAa6OJi8,qHVVYpsB71o"
us highway 101,primary,2,"Highway 101, Solana Beach, San Diego County, California, 92075, United States of America",-117.2731974,32.9967358,10,"berkeley_and_long beach.json,berkeley_and_san diego.json,fremont_and_malibu.json,long beach_and_stockton.json,malibu_and_monterey.json,newport beach_and_oakland.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_stockton.json,san diego_and_stockton.json","Khmt37qaxpQ,kmT6ZJYFcug,tTCOPh-nIVg"
inland empire blvd,secondary,1,"Inland Empire Boulevard, Ontario, San Bernardino County, California, 91764, United States of America",-117.5755552,34.0717628,1,berkeley_and_santa ana.json,"5BMu7fO5orM,NiT2nUsdmSw"
n. hill street,secondary,1,"North Hill Street, Civic Center, Bunker Hill, LA, Los Angeles County, California, 90012, United States of America",-118.2455214,34.0554751,1,avalon_and_pasadena.json,"uUwG3Ou5A7E,ZCFYWIaVZb0,s-0yyiBWp6M"
june lake,town,14,"June Lake, Mono County, California, United States of America",-119.080801214763,37.7807507,27,"anaheim_and_mammoth lakes.json,avalon_and_mammoth lakes.json,bakersfield_and_mammoth lakes.json,bakersfield_and_napa.json,big bear lake_and_mammoth lakes.json,carlsbad_and_mammoth lakes.json,fremont_and_mammoth lakes.json,fresno_and_napa.json,irvine_and_mammoth lakes.json,los angeles_and_mammoth lakes.json,long beach_and_mammoth lakes.json,mammoth lakes_and_napa.json,mammoth lakes_and_oakland.json,mammoth lakes_and_pasadena.json,malibu_and_mammoth lakes.json,mammoth lakes_and_riverside.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san bernardino.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san francisco.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa clarita.json,mammoth lakes_and_santa cruz.json,mammoth lakes_and_santa monica.json,mammoth lakes_and_stockton.json,mammoth lakes_and_temecula.json,mammoth lakes_and_sausalito.json","aDjjNjIQ80k,SEq5T10IoNE,tPF06RGzqW8"
mckay avenue,residential,1,"McKay Avenue, West End, Alameda, Alameda County, California, 94501, United States of America",-122.2783765,37.7704961,1,berkeley_and_oakland.json,"UKoGXdN6mc8,wAomImvKeLQ,nmW1H8M7XRk"
sky park,park,1,"Sky Park, Skypark Drive, Scotts Valley, Santa Cruz County, California, 95066-4024, United States of America",-122.031911577232,37.05149985,1,fremont_and_pasadena.json,"Hs76qhTNmMI,W3AGGEqEbW4,RO46HlVkriY"
king school park,park,1,"King School Park, Hopkins Street, Northbrae, Berkeley, Alameda County, California, 94707, United States of America",-122.277591277988,37.88321595,1,berkeley_and_sacramento.json,"L9Hh5pT9zts,vUYJe8gY74I,V4tk6Yr9btw"
beverly hills marriott,hotel,1,"Beverly Hills Marriott, 1150, South Beverly Drive, Beverly Hills, Los Angeles County, California, 90035, United States of America",-118.395663808526,34.05666465,1,beverly hills_and_santa clarita.json,"0rcYssf_5JI,cejhftdmWUo,_ItI3iCdA_A"
hog island oyster company,restaurant,1,"Hog Island Oyster Company, Gate B, Financial District, SF, California, 94111, United States of America",-122.3936028,37.7960191,38,"anaheim_and_santa cruz.json,avalon_and_santa cruz.json,carlsbad_and_santa cruz.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_san francisco.json,huntington beach_and_santa cruz.json,irvine_and_monterey.json,irvine_and_san jose.json,irvine_and_santa cruz.json,huntington beach_and_san jose.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_santa cruz.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_santa cruz.json,napa_and_pismo beach.json,napa_and_santa monica.json,long beach_and_monterey.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,monterey_and_santa monica.json,oakland_and_santa cruz.json,oakland_and_santa monica.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_santa cruz.json,sacramento_and_santa barbara.json,sacramento_and_santa monica.json,san diego_and_santa cruz.json,san francisco_and_santa monica.json,san jose_and_santa barbara.json,san jose_and_santa monica.json,santa barbara_and_santa cruz.json,santa cruz_and_santa monica.json","bIlVyZFVWso,d2OiEnOEBTM,SMM2knSM92Q"
hearst san simeon state park,park,1,"Hearst San Simeon State Park, San Simeon State Park, Leimert, San Luis Obispo County, California, 93428, United States of America",-121.117054388392,35.5943837,1,huntington beach_and_napa.json,"GNWdHuDzngA,X2ymzDJduGc,050JXGnbstw"
north east,residential,2,"North East, Mendocino County, California, United States of America",-123.2002249,39.364929,2,"fremont_and_irvine.json,monterey_and_napa.json","vQEEEISiE20,wREfbNEBDKI"
moonstone bay,residential,1,"Moonstone Bay Drive, Oceanside, San Diego County, California, 92057, United States of America",-117.3091775,33.2552085,3,"fresno_and_los angeles.json,los angeles_and_oakland.json,newport beach_and_san jose.json","JQeRl035-9M,dtNnMAy9tMY,h5TfTOHZu04"
memorial,track,1,"Memorial, Comstock Acres, Placer County, California, 96145, United States of America",-120.1534313,39.1708996,1,fremont_and_santa ana.json,"njSZfZUkmGw,wOTW6ldED5c,p7eDk1Y-4zo"
san ramon,administrative,4,"San Ramon, Contra Costa County, California, United States of America",-121.9780152,37.7799273,16,"berkeley_and_fremont.json,fremont_and_oakland.json,irvine_and_san jose.json,irvine_and_santa cruz.json,los angeles_and_stockton.json,los angeles_and_santa cruz.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,san jose_and_santa ana.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json","Ki7srufktC0,HZw8xm1orDM,4LdiifoLF-0"
radisson hotel chatsworth,hotel,1,"Radisson Hotel Chatsworth, Topanga Canyon Boulevard, Chatsworth, LA, Los Angeles County, California, 91311-4127, United States of America",-118.6065693,34.2482947,1,fremont_and_santa clarita.json,"Kg-JBCrtFio,JQXV09_Ldc8,vgzTUiSIT0w"
castaways trail,residential,3,"Castaways North, Balboa Island, Newport Beach, Orange County, California, 92660, United States of America",-117.9034352,33.622882,5,"big bear lake_and_santa clarita.json,long beach_and_riverside.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,newport beach_and_riverside.json","t_FfBM9Uwwo,C_o5-_6VPVI,6Lhws9_TsfM"
san fernando mission blvd.,secondary,2,"San Fernando Mission Boulevard, Mission Hills, Sylmar, LA, Los Angeles County, California, 91326, United States of America",-118.4668798,34.2721749,33,"anaheim_and_bakersfield.json,anaheim_and_santa cruz.json,bakersfield_and_oakland.json,bakersfield_and_sacramento.json,bakersfield_and_san diego.json,bakersfield_and_san jose.json,bakersfield_and_san luis obispo.json,fremont_and_los angeles.json,fremont_and_san diego.json,fresno_and_san diego.json,irvine_and_san diego.json,irvine_and_san jose.json,irvine_and_san luis obispo.json,fresno_and_riverside.json,long beach_and_san bernardino.json,long beach_and_san diego.json,long beach_and_san jose.json,los angeles_and_san bernardino.json,los angeles_and_san jose.json,monterey_and_riverside.json,monterey_and_san bernardino.json,los angeles_and_santa cruz.json,newport beach_and_santa cruz.json,oakland_and_san luis obispo.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa barbara.json,san bernardino_and_santa cruz.json,san diego_and_san luis obispo.json,san diego_and_santa cruz.json,san diego_and_stockton.json,san jose_and_san luis obispo.json,irvine_and_stockton.json,san luis obispo_and_stockton.json","8WHbRd9Ngak,4rPxd82w-w4,wjaGyV9ySnU"
california museum,museum,2,"The California Museum, 10th Street, Sacramento, Sacramento County, California, 95818, United States of America",-121.4956482,38.5743238,3,"monterey_and_sacramento.json,oakland_and_stockton.json,riverside_and_sacramento.json","EQKA_-WNRio,UQz2icnSvtA,Tw2wH8-R_lY"
northeast tonopah,residential,1,"Tonopah Street, Pacoima, LA, Los Angeles County, California, 91331, United States of America",-118.409136,34.2346349,1,los angeles_and_stockton.json,"WxyE3AE-TZE,b1wTHhGYJQM,jM5LgmvVROk"
wharf road,secondary,1,"Wharf Road, Jewelbox, Capitola, Santa Cruz County, California, 95010, United States of America",-121.9544194,36.9732645,5,"avalon_and_santa cruz.json,carlsbad_and_santa cruz.json,irvine_and_santa cruz.json,long beach_and_santa cruz.json,riverside_and_santa cruz.json","MlzfKnW1dGs,2Ihxb2MT51g,kVSKOjUWl4s"
sacramento international airport,aerodrome,7,"Sacramento International Airport, Airport Boulevard, Sacramento County, California, 95837, United States of America",-121.590370180632,38.68722345,14,"avalon_and_napa.json,avalon_and_sacramento.json,anaheim_and_napa.json,bakersfield_and_napa.json,bakersfield_and_sacramento.json,beverly hills_and_napa.json,carlsbad_and_napa.json,fresno_and_sacramento.json,irvine_and_napa.json,malibu_and_napa.json,napa_and_riverside.json,napa_and_sacramento.json,napa_and_santa clarita.json,san francisco_and_stockton.json","9xV3A5_Hcu8,_lnDf-xjRoA,4b-uyjeYKjg"
north ridgeville,hamlet,1,"Ridgeville, Trinity County, California, United States of America",-122.8030796,40.8645891,1,pasadena_and_sacramento.json,"6pNFL4zLT1g,oV-VqjTXQAk"
lafayette,administrative,8,"Lafayette, Contra Costa County, California, United States of America",-122.11802,37.8857582,27,"berkeley_and_san jose.json,berkeley_and_napa.json,berkeley_and_san diego.json,berkeley_and_san francisco.json,berkeley_and_fremont.json,fremont_and_oakland.json,fremont_and_sacramento.json,fremont_and_san francisco.json,fremont_and_sausalito.json,fresno_and_santa clarita.json,irvine_and_sacramento.json,irvine_and_san jose.json,irvine_and_santa cruz.json,long beach_and_oakland.json,los angeles_and_stockton.json,los angeles_and_santa cruz.json,oakland_and_san jose.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,sacramento_and_san francisco.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json","b2cBiTEmlgI,RN1jrr_CMzM,IAHWhtQ1oBM"
beverly garden,residential,1,"Beverly Gardens, Garden Grove, Orange County, California, 92840, United States of America",-117.928062221073,33.78410895,1,beverly hills_and_sausalito.json,"v_hN5I5xk1s,ohjXQrhQSVU,g8GG7h1pOnw"
hammond,hamlet,1,"Hammond, Tulare County, California, United States of America",-118.8612103,36.4655023,1,fresno_and_san jose.json,"BzAkMvK1Ljw,PqJW7NEg5KE,WiJnINPInbg"
two rock valley,peak,1,"Two Rock, Mendocino County, California, United States of America",-123.4455662,39.3612776,1,newport beach_and_sausalito.json,"H7Ad9LQdHO4,nGhz6Y__dO0,IhZ1RfXpMBk"
kennedy library,library,1,"Kennedy Library, Eagle's Lane, University Hills, Boyle Heights, LA, Los Angeles County, California, 90032, United States of America",-118.1674999,34.0675,8,"anaheim_and_san luis obispo.json,huntington beach_and_san luis obispo.json,long beach_and_san luis obispo.json,los angeles_and_san luis obispo.json,newport beach_and_san luis obispo.json,pasadena_and_san luis obispo.json,san luis obispo_and_santa ana.json,san luis obispo_and_santa clarita.json","SthDnr8qVxQ,uV4qMfeyQ5c"
hollywood bowl,theatre,15,"Hollywood Bowl, Los Tilos Road, Whitley Heights, LA, Los Angeles County, California, 90068, United States of America",-118.339277261641,34.1121836,58,"anaheim_and_los angeles.json,anaheim_and_santa clarita.json,anaheim_and_santa cruz.json,anaheim_and_santa monica.json,bakersfield_and_san bernardino.json,beverly hills_and_carlsbad.json,bakersfield_and_beverly hills.json,bakersfield_and_fremont.json,bakersfield_and_los angeles.json,bakersfield_and_san diego.json,bakersfield_and_santa monica.json,berkeley_and_los angeles.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_irvine.json,beverly hills_and_long beach.json,beverly hills_and_los angeles.json,beverly hills_and_malibu.json,beverly hills_and_monterey.json,beverly hills_and_pasadena.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san diego.json,beverly hills_and_santa ana.json,beverly hills_and_temecula.json,fremont_and_los angeles.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_santa ana.json,huntington beach_and_los angeles.json,huntington beach_and_oakland.json,huntington beach_and_santa monica.json,irvine_and_los angeles.json,carlsbad_and_los angeles.json,long beach_and_pasadena.json,long beach_and_san bernardino.json,long beach_and_santa clarita.json,los angeles_and_malibu.json,los angeles_and_napa.json,long beach_and_los angeles.json,los angeles_and_oakland.json,los angeles_and_riverside.json,los angeles_and_sacramento.json,los angeles_and_san bernardino.json,los angeles_and_santa clarita.json,los angeles_and_santa monica.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,newport beach_and_oakland.json,newport beach_and_pasadena.json,newport beach_and_san jose.json,oakland_and_santa monica.json,pasadena_and_riverside.json,sacramento_and_santa ana.json,san bernardino_and_santa monica.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,santa monica_and_temecula.json","76k39_jgR1w,AypyABiVDes,kFWUA95Cuec"
alcazar garden,theatre,1,"Alcazar Theatre, 650, Geary Street, Nob Hill, SF, California, 94109, United States of America",-122.41410859076,37.7868699,1,berkeley_and_san diego.json,"OtNEmt8pWgI,sz02fKNbic4,noQ0ELeL27M"
wyoming,residential,7,"Wyoming, Walnut, Irvine, Orange County, California, 92606, United States of America",-117.7900125,33.7127211,4,"beverly hills_and_big bear lake.json,big bear lake_and_fremont.json,irvine_and_sacramento.json,malibu_and_santa cruz.json","eXQ-odvdVsc,C32NB93cmk0,ICA7YNsQAGo"
buca de beppo,restaurant,2,"Buca di Beppo, 925, Blossom Hill Road, Almaden, San José, Santa Clara County, California, 95032, United States of America",-121.8633163,37.2511878,2,"anaheim_and_berkeley.json,anaheim_and_fremont.json","ylSZWLOFACk,0SeFn9mY3PA"
camp,meadow,1,"camp, Carmel Highlands, Monterey County, California, United States of America",-121.921510641364,36.48522815,1,riverside_and_stockton.json,"V_030_sMS34,nkX3J4Jj8mA,TIcEbK-KmcQ"
old mill district,theme_park,1,"DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America",-117.919940244086,33.80638705,1,berkeley_and_riverside.json,"es0jOcmngSM,q9Dm9f3iEmY,5RXGQm69Iaw"
strawberry hills,peak,3,"Strawberry Hill, Agoura Hills, Los Angeles County, California, United States of America",-118.7720129,34.1518298,4,"avalon_and_temecula.json,fremont_and_irvine.json,fremont_and_temecula.json,irvine_and_pasadena.json","8UQK-UcRezE,qsnywqLu_U8,_OO2PuGz-H8"
laguna lodge,water,1,"Lake Temescal, Contra Costa Road, Rockridge, Oakland, Alameda County, California, 94618, United States of America",-122.230405178265,37.84648665,1,san jose_and_santa ana.json,"y3eGtvxgfv4,_KrOYrfMB98,p5CfTZa349g"
isle of palms,residential,1,"Turnberry Isle Drive, Desert Palms, Palm Desert, Riverside County, California, 92211, United States of America",-116.2849406,33.7764121,1,anaheim_and_fremont.json,"Pr1rK_HJPFA,DubbCTyoAGo,_vNzyI1A2MM"
davis,administrative,4,"Davis, Yolo County, California, United States of America",-121.7445834,38.545379,14,"avalon_and_sacramento.json,bakersfield_and_sacramento.json,berkeley_and_riverside.json,berkeley_and_sacramento.json,berkeley_and_stockton.json,fremont_and_sacramento.json,irvine_and_sacramento.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_sacramento.json,napa_and_sacramento.json,oakland_and_stockton.json,sacramento_and_san francisco.json","2pxNHe3s-oM,kbxtYqA6ypM"
new hampshire,residential,35,"New Hampshire, Walnut, Irvine, Orange County, California, 92606, United States of America",-117.7905719,33.7157856,35,"anaheim_and_fresno.json,anaheim_and_irvine.json,beverly hills_and_big bear lake.json,carlsbad_and_fremont.json,carlsbad_and_santa barbara.json,fremont_and_huntington beach.json,fremont_and_santa clarita.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_malibu.json,fresno_and_pasadena.json,fresno_and_temecula.json,huntington beach_and_santa barbara.json,huntington beach_and_santa clarita.json,irvine_and_malibu.json,irvine_and_oakland.json,irvine_and_riverside.json,irvine_and_sacramento.json,fresno_and_riverside.json,irvine_and_pasadena.json,irvine_and_temecula.json,long beach_and_santa clarita.json,long beach_and_temecula.json,los angeles_and_oakland.json,malibu_and_santa barbara.json,mammoth lakes_and_pasadena.json,mammoth lakes_and_riverside.json,long beach_and_santa barbara.json,newport beach_and_santa barbara.json,oakland_and_san bernardino.json,oakland_and_santa clarita.json,pasadena_and_riverside.json,sacramento_and_santa barbara.json,san diego_and_santa clarita.json,santa barbara_and_santa cruz.json","cxXUC1_U2mY,MxZEeuIlicQ,mc3EXTc0aJ4"
hawthorn boulevard,secondary,1,"West Hawthorn Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-117.1734461,32.7250912,1,los angeles_and_malibu.json,"LIEFeKD0x9s,PwkfBEYbkbM,cOwhSrIV-6s"
parthenon,residential,1,"Parthenon Drive, San Diego, San Diego County, California, 92139, United States of America",-117.0440369,32.673721,1,avalon_and_mammoth lakes.json,"sgEAn1c11tY,ICmlfXZnkns,tWDflkBZC6U"
grand central market,yes,2,"Grand Central Market, 315, South Broadway, Historic Core District, Bunker Hill, LA, Los Angeles County, California, 90013, United States of America",-118.248909011153,34.05080395,3,"avalon_and_pasadena.json,los angeles_and_pasadena.json,pasadena_and_santa monica.json","XwkDlrZDOUk,uZYRs0hviAI,vCh3Jal3euk"
canyon country,suburb,9,"Canyon Country, Santa Clarita, Los Angeles County, California, United States of America",-118.472028,34.4233293,12,"avalon_and_santa clarita.json,big bear lake_and_santa clarita.json,irvine_and_santa clarita.json,los angeles_and_santa clarita.json,mammoth lakes_and_santa clarita.json,riverside_and_santa clarita.json,san francisco_and_santa clarita.json,san jose_and_santa clarita.json,santa ana_and_santa clarita.json,santa clarita_and_sausalito.json,santa clarita_and_stockton.json,santa clarita_and_temecula.json","A4PvNVfUe3s,w_uHtDBlumU,7-9rDHL0nro"
pioneer park,park,2,"Pioneer Park, East Underhill Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92806, United States of America",-117.878414639654,33.8443085,2,"berkeley_and_riverside.json,newport beach_and_santa ana.json","k0VDec9ki9A,wpUg8UDwh6w,bXOgU8PxF3w"
us west coast,plumber,1,"West Coast, Motor Avenue, Palms, LA, Los Angeles County, California, 90034-5702, United States of America",-118.4051087,34.0222263,1,napa_and_newport beach.json,"2Ol9z905Q6Q,oHwadNc4naw,xkO-ILT9M2k"
san diego international airport,aerodrome,5,"San Diego International Airport, Air Lane, Old Town, San Diego, San Diego County, California, 92101, United States of America",-117.193463366077,32.73336075,27,"anaheim_and_carlsbad.json,anaheim_and_san francisco.json,avalon_and_carlsbad.json,avalon_and_san bernardino.json,avalon_and_san diego.json,beverly hills_and_carlsbad.json,avalon_and_temecula.json,berkeley_and_carlsbad.json,beverly hills_and_fresno.json,beverly hills_and_temecula.json,carlsbad_and_long beach.json,carlsbad_and_oakland.json,carlsbad_and_riverside.json,carlsbad_and_san bernardino.json,carlsbad_and_santa monica.json,carlsbad_and_los angeles.json,los angeles_and_san diego.json,malibu_and_santa clarita.json,oakland_and_san diego.json,pasadena_and_san diego.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san diego_and_santa clarita.json,san francisco_and_temecula.json,sacramento_and_san diego.json,san jose_and_temecula.json","JcWW5I6ohO4,l35V6SMNVZY,vB1UFe-89b4"
sacramento river,river,12,"Sacramento River, Glenn County, California, United States of America",-121.9960598,39.5840295,25,"avalon_and_mammoth lakes.json,avalon_and_sacramento.json,bakersfield_and_napa.json,bakersfield_and_sacramento.json,bakersfield_and_san francisco.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_riverside.json,fremont_and_sacramento.json,fresno_and_napa.json,fresno_and_sacramento.json,fresno_and_stockton.json,irvine_and_sacramento.json,long beach_and_oakland.json,mammoth lakes_and_napa.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san jose.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_sacramento.json,oakland_and_san bernardino.json,riverside_and_sacramento.json,sacramento_and_santa ana.json,sacramento_and_temecula.json,sacramento_and_san francisco.json","NcBfHGuIAXM,V4XE48Us-Xg,zrpqZBbwZVI"
north spring,courthouse,1,"U.S. District Court - Central California Western Division - Spring Street Courthouse, 312, North Spring Street, Civic Center, Little Tokyo Historic District, LA, Los Angeles County, California, 90012, United States of America",-118.241430432267,34.05512565,1,avalon_and_pasadena.json,"PJNFtjSIB2E,7XaH7ssDTMY"
gorman,town,1,"Gorman, Los Angeles County, California, United States of America",-118.8535679,34.7942511,4,"bakersfield_and_irvine.json,fresno_and_irvine.json,fresno_and_los angeles.json,fresno_and_temecula.json","GxSOQzkJ2cU,rWvXiUShxjc,EM46_5Yd5II"
viejas arena,sports_centre,1,"Viejas Arena, Aztec Walk, San Diego, San Diego County, California, 92182, United States of America",-117.074548235413,32.77380925,17,"anaheim_and_carlsbad.json,anaheim_and_san francisco.json,anaheim_and_temecula.json,avalon_and_carlsbad.json,avalon_and_san diego.json,beverly hills_and_carlsbad.json,avalon_and_temecula.json,beverly hills_and_temecula.json,carlsbad_and_long beach.json,carlsbad_and_riverside.json,carlsbad_and_san bernardino.json,carlsbad_and_los angeles.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san francisco_and_temecula.json,san jose_and_temecula.json","eE29brDj7SQ,P_PAvHTWWIY,O5ZJqIfr2uA"
shelly beach,residential,1,"Shelly Drive, Huntington Beach, Orange County, California, 92647, United States of America",-118.0228614,33.7392107,1,avalon_and_newport beach.json,"tGn2lbfEqVk,eKrdldogMLw,JoNrqRfg1uE"
calamigos,residential,1,"Calamigos Road, Seminole Hot Springs, Los Angeles County, California, United States of America",-118.8172522,34.0944976,1,fresno_and_santa clarita.json,"zGwFHftr4Pc,sFx3YXkbDaw"
laurel canyon boulevard,secondary,2,"Laurel Canyon Boulevard, Studio City, Valley Village, LA, Los Angeles County, California, 91607, United States of America",-118.3964826,34.1581734,2,"beverly hills_and_pasadena.json,long beach_and_santa clarita.json","KQh1K6WBA-Y,xCzCjxbT8VA,RO3QYTzpZHo"
oates drive,residential,1,"Oates Drive, Diamond Bar, Los Angeles County, California, 91765, United States of America",-117.8039235,33.998656,1,riverside_and_sacramento.json,"LJAAVeerHkU,JHmFkxGPVpg"
valley ford,hamlet,1,"Valley Ford, Sonoma County, California, United States of America",-122.9248903,38.3174723,1,pismo beach_and_sausalito.json,"DloJm4A3Wek,11bRwott9qc,ZuLXRHZFAio"
caltrain san jose diridon station,parking,1,"San Jose Diridon, West San Fernando Street, Little Italy, Buena Vista, San José, Santa Clara County, California, 95110, United States of America",-121.9015486,37.32946865,1,fresno_and_san jose.json,"UXvOJ4cPC-E,PoindioOT5U,BYB4OcYm8G4"
morro bay harbor,library,1,"Morro Bay Branch San Luis Obispo City-County Library, Harbor Street, Morro Bay, San Luis Obispo County, California, 93442, United States of America",-120.8460121,35.3671964,3,"carlsbad_and_san luis obispo.json,pismo beach_and_sacramento.json,sacramento_and_san luis obispo.json","9EMvYkgZT6E,NN1wPEfsURs,qjdXF_ttjvs"
fourth avenue,residential,1,"Fourth Avenue, Pinole, Contra Costa County, California, 94564, United States of America",-122.3019445,38.0024747,3,"berkeley_and_carlsbad.json,carlsbad_and_san jose.json,san jose_and_temecula.json","5qfmVanaoVo,6u-NjUZtzjk,gN8W7AWu8w4"
vedanta temple,place_of_worship,1,"Vedanta Temple, 1946, Vedanta Place, Hollywood, LA, Los Angeles County, California, 90068, United States of America",-118.3274001,34.1066011,1,malibu_and_oakland.json,"OToRqQZfghA,hvqkIttdkCo,uAUYFSElzIw"
simi hills,residential,2,"Simi Hills Lane, Simi Valley, Ventura County, California, 93063, United States of America",-118.6938941,34.2848628,2,"san bernardino_and_santa clarita.json,san bernardino_and_santa monica.json","5Mtr7SX_MGo,BfxxiLaB-gg,mN-HZd7RdRk"
bunker hill,hamlet,2,"Bunker Hill, Amador County, California, United States of America",-120.8282696,38.4265774,2,"beverly hills_and_sausalito.json,fremont_and_los angeles.json","tzyf150LnDw,yHkQCfu2cwc,YEtKZxoGie0"
tank farm road,tertiary,1,"Tank Farm Road, San Luis Obispo, San Luis Obispo County, California, 93401, United States of America",-120.66996,35.2467421,4,"bakersfield_and_san luis obispo.json,big bear lake_and_san luis obispo.json,oakland_and_san luis obispo.json,san luis obispo_and_sausalito.json","h-PBeO50SlI,f7uxbS3tfmI,_IhAX77Gpzc"
twin lakes resort,camp_site,1,"Twin Lakes Resort, Horse Creek Trail, Mono County, California, United States of America",-119.379772332393,38.1483345,1,mammoth lakes_and_sacramento.json,"aIoWqyteTXM,i_iJFvhJSrg,RAocjj5x5Wg"
alameda point,administrative,1,"Alameda County, California, United States of America",-121.8991419,37.6090291,1,fremont_and_san bernardino.json,"jYz2U3ZaNcs,J6XU5w9bVJM,PU6iJ_pODJ8"
sister city,peak,1,"Jobs Sister, California, United States of America",-119.8844933,38.8622465,1,fremont_and_san bernardino.json,"VVMav7tZuXs,SHs_5z9ikiw,SDdK4RtwxpQ"
