"mention_name@blogSrc","mention_type@blogSrc","mention_popularity@blogSrc","mention_address@blogSrc","mention_longitude@blogSrc","mention_latitude@blogSrc","no_of_blogFiles@blogSrc","mention_found_in_blogFiles@blogSrc","youTubeLinkIds@blogSrc","attraction_in@tripAdvisorSrc","attraction_longitude@tripAdvisorSrc","attraction_latitude@tripAdvisorSrc","attraction_in_file@tripAdvisorSrc","youTubeLinkIds@tripAdvisorSrc","mention_long_round","mention_lat_round"
"millbrae","city","5","Millbrae, San Mateo County, California, United States of America","-122.3871941","37.5985468","12","berkeley_and_san jose.json,bakersfield_and_sausalito.json,berkeley_and_fremont.json,los angeles_and_monterey.json,monterey_and_sacramento.json,monterey_and_san bernardino.json,monterey_and_san jose.json,long beach_and_monterey.json,san bernardino_and_san francisco.json,san bernardino_and_santa cruz.json,san francisco_and_santa cruz.json,san jose_and_stockton.json","kNowZ0XLsFQ,LC-cBNmWml4","Millbrae","-122.3871941","37.5985468","millbrae.json","VeBH_Xzh2xY,ZgNAM69mPVM,ScvDWVkZj90","-122.39","37.60"
"san bruno","city","3","San Bruno, San Mateo County, California, United States of America","-122.4110834","37.6304904","4","berkeley_and_san jose.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,sacramento_and_san jose.json","hBUHoccdx-4,zWdW7UMDL6k,EZ6YbUrnxVM","San Bruno","-122.4110834","37.6304904","san_bruno.json","9x-_JQvYCbA,K9L8KWMAXsI","-122.41","37.63"
"modesto","city","32","Modesto, Stanislaus County, California, United States of America","-120.9968781","37.6390972","72","anaheim_and_fresno.json,bakersfield_and_fremont.json,bakersfield_and_fresno.json,bakersfield_and_napa.json,bakersfield_and_sacramento.json,bakersfield_and_san diego.json,bakersfield_and_san francisco.json,bakersfield_and_stockton.json,big bear lake_and_sacramento.json,fremont_and_huntington beach.json,fremont_and_san bernardino.json,fremont_and_santa clarita.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_malibu.json,fresno_and_napa.json,fresno_and_pasadena.json,fresno_and_pismo beach.json,fresno_and_sacramento.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_san jose.json,fresno_and_santa clarita.json,fresno_and_stockton.json,fresno_and_temecula.json,irvine_and_oakland.json,irvine_and_sacramento.json,fresno_and_riverside.json,long beach_and_napa.json,long beach_and_oakland.json,long beach_and_sacramento.json,los angeles_and_sacramento.json,los angeles_and_stockton.json,malibu_and_napa.json,malibu_and_sausalito.json,malibu_and_stockton.json,mammoth lakes_and_monterey.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san bernardino.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san jose.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa cruz.json,monterey_and_sacramento.json,monterey_and_stockton.json,napa_and_san luis obispo.json,mammoth lakes_and_pismo beach.json,mammoth lakes_and_sausalito.json,napa_and_stockton.json,oakland_and_san bernardino.json,oakland_and_santa clarita.json,oakland_and_stockton.json,pismo beach_and_sausalito.json,pismo beach_and_stockton.json,riverside_and_stockton.json,sacramento_and_santa barbara.json,sacramento_and_santa clarita.json,sacramento_and_stockton.json,san diego_and_stockton.json,san jose_and_santa ana.json,sacramento_and_san bernardino.json,sacramento_and_san diego.json,san bernardino_and_stockton.json,irvine_and_stockton.json,san jose_and_stockton.json,san luis obispo_and_sausalito.json,santa barbara_and_sausalito.json,santa clarita_and_stockton.json,santa monica_and_sausalito.json,stockton_and_temecula.json","hNSRglHzQkE,IQDs7nT02HM,f04uHOpwcfQ","Modesto","-120.9968781","37.6390972","modesto.json","8nGYkEBDjX8,-89tMr3t9uc,HN0BAYHRnLI","-121.00","37.64"
"ripon","city","4","Ripon, San Joaquin County, California, United States of America","-121.1243827","37.741595","8","fremont_and_santa clarita.json,fresno_and_huntington beach.json,fresno_and_santa clarita.json,irvine_and_sacramento.json,mammoth lakes_and_sacramento.json,riverside_and_sacramento.json,sacramento_and_stockton.json,santa clarita_and_santa cruz.json","8t7uJoAPtdQ,iiVhanZFEOk,Okm317sQ7Xk","Ripon","-121.1243827","37.741595","ripon.json","UzHfw11dRAQ,5JFGaTArC4k,stuhMO0cYCQ","-121.12","37.74"
"oakdale","city","5","Oakdale, Stanislaus County, California, United States of America","-120.8471544","37.7665947","14","bakersfield_and_fresno.json,bakersfield_and_napa.json,bakersfield_and_sacramento.json,bakersfield_and_san francisco.json,bakersfield_and_stockton.json,berkeley_and_big bear lake.json,fresno_and_napa.json,fresno_and_oakland.json,fresno_and_sacramento.json,fresno_and_san jose.json,fresno_and_stockton.json,napa_and_stockton.json,sacramento_and_stockton.json,san jose_and_stockton.json","XIkdEqhAi4w,tlO4tSJYyPo,jgtRYfMohMw","Oakdale","-120.8471544","37.7665947","oakdale.json","otFz9acm0Oo,wETgdf9FM-4,rflDEKji85s","-120.85","37.77"
"manteca","city","13","Manteca, San Joaquin County, California, United States of America","-121.2117147","37.7986184","19","bakersfield_and_napa.json,bakersfield_and_sacramento.json,bakersfield_and_san francisco.json,bakersfield_and_stockton.json,fresno_and_los angeles.json,fresno_and_napa.json,fresno_and_oakland.json,fresno_and_pismo beach.json,fresno_and_sacramento.json,fresno_and_san jose.json,fresno_and_stockton.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_stockton.json,napa_and_stockton.json,riverside_and_stockton.json,sacramento_and_stockton.json,santa ana_and_stockton.json","A5tRGMHfKrE,IR8MeW9V7Js,s2Tt6W-TxXs","Manteca","-121.2117147","37.7986184","manteca.json","Ir2R6ufp_sU,2Tn39wMaeDs","-121.21","37.80"
"lathrop","city","3","Lathrop, San Joaquin County, California, United States of America","-121.2766099","37.8227046","3","sacramento_and_stockton.json,san bernardino_and_stockton.json,santa ana_and_stockton.json","pZzv0YHzPhg,lAWCprmFoUw,udfbVIDO00Q","Lathrop","-121.2766099","37.8227046","lathrop.json","CIpmW0aGBU4,hVIWzASu264","-121.28","37.82"
"stockton","city","51","Stockton, San Joaquin County, California, United States of America","-121.2907795","37.9577016","49","avalon_and_stockton.json,bakersfield_and_sacramento.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_san diego.json,berkeley_and_santa barbara.json,berkeley_and_stockton.json,berkeley_and_fresno.json,big bear lake_and_stockton.json,carlsbad_and_stockton.json,fremont_and_sacramento.json,fremont_and_san bernardino.json,fremont_and_stockton.json,fresno_and_pismo beach.json,fresno_and_san diego.json,fresno_and_san francisco.json,fresno_and_santa barbara.json,fresno_and_stockton.json,huntington beach_and_stockton.json,long beach_and_sacramento.json,malibu_and_stockton.json,mammoth lakes_and_monterey.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san bernardino.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san jose.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa cruz.json,monterey_and_stockton.json,mammoth lakes_and_pismo beach.json,napa_and_stockton.json,newport beach_and_stockton.json,oakland_and_sacramento.json,oakland_and_stockton.json,pasadena_and_stockton.json,pismo beach_and_stockton.json,sacramento_and_stockton.json,san francisco_and_stockton.json,san bernardino_and_stockton.json,irvine_and_stockton.json,san jose_and_stockton.json,santa ana_and_stockton.json,santa barbara_and_stockton.json,santa clarita_and_stockton.json,santa monica_and_stockton.json,sausalito_and_stockton.json,stockton_and_temecula.json","Udvb3TY9qeE,FE4peZ00hd8,m5wd6n4kGSU","Stockton","-121.2907795","37.9577016","stockton.json","_AoSv7vzOx4,8nGYkEBDjX8,_65WT3tmpO0","-121.29","37.96"
"antioch","city","5","Antioch, Contra Costa County, California, United States of America","-121.8057889","38.0049214","15","avalon_and_sacramento.json,fremont_and_sacramento.json,fremont_and_santa barbara.json,fresno_and_huntington beach.json,napa_and_sacramento.json,oakland_and_sacramento.json,oakland_and_san jose.json,oakland_and_stockton.json,sacramento_and_san jose.json,sacramento_and_san luis obispo.json,sacramento_and_stockton.json,san bernardino_and_san luis obispo.json,sacramento_and_san bernardino.json,sacramento_and_san francisco.json,san jose_and_stockton.json","02Hbpq4QMvg,M0mB2IKbXNg,8-q2Yon0FzQ","Antioch","-121.8057889","38.0049214","antioch.json","MeL8YdeQC1I,HkJ-0j49I-w,beOw2y5MCRQ","-121.81","38.00"
"vallejo","city","20","Vallejo, Solano County, California, United States of America","-122.2566366","38.1040864","97","anaheim_and_berkeley.json,anaheim_and_fremont.json,anaheim_and_fresno.json,anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_sacramento.json,anaheim_and_stockton.json,avalon_and_fresno.json,avalon_and_napa.json,avalon_and_oakland.json,avalon_and_sausalito.json,bakersfield_and_sausalito.json,berkeley_and_malibu.json,berkeley_and_mammoth lakes.json,berkeley_and_napa.json,berkeley_and_riverside.json,berkeley_and_sacramento.json,berkeley_and_san diego.json,berkeley_and_santa barbara.json,berkeley_and_carlsbad.json,berkeley_and_fremont.json,berkeley_and_fresno.json,berkeley_and_huntington beach.json,beverly hills_and_fresno.json,beverly hills_and_san jose.json,big bear lake_and_oakland.json,big bear lake_and_san jose.json,big bear lake_and_santa cruz.json,carlsbad_and_napa.json,carlsbad_and_oakland.json,fremont_and_fresno.json,fremont_and_huntington beach.json,fremont_and_napa.json,fremont_and_newport beach.json,fremont_and_oakland.json,fremont_and_sacramento.json,fremont_and_san bernardino.json,fremont_and_san francisco.json,fremont_and_sausalito.json,fresno_and_huntington beach.json,fresno_and_long beach.json,fresno_and_monterey.json,fresno_and_oakland.json,fresno_and_pasadena.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_santa ana.json,fresno_and_santa cruz.json,fresno_and_santa monica.json,fresno_and_sausalito.json,huntington beach_and_napa.json,huntington beach_and_oakland.json,huntington beach_and_san francisco.json,huntington beach_and_sausalito.json,irvine_and_napa.json,long beach_and_oakland.json,long beach_and_san francisco.json,long beach_and_stockton.json,los angeles_and_sausalito.json,malibu_and_oakland.json,malibu_and_san francisco.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_napa.json,monterey_and_oakland.json,monterey_and_pasadena.json,monterey_and_santa clarita.json,napa_and_newport beach.json,napa_and_riverside.json,napa_and_san bernardino.json,napa_and_san francisco.json,napa_and_san jose.json,napa_and_santa barbara.json,napa_and_santa clarita.json,napa_and_santa cruz.json,monterey_and_newport beach.json,napa_and_oakland.json,napa_and_stockton.json,newport beach_and_oakland.json,newport beach_and_sacramento.json,oakland_and_riverside.json,oakland_and_sacramento.json,oakland_and_san bernardino.json,oakland_and_san diego.json,oakland_and_san jose.json,oakland_and_santa ana.json,oakland_and_santa barbara.json,oakland_and_stockton.json,pasadena_and_san jose.json,san diego_and_sausalito.json,san francisco_and_santa clarita.json,newport beach_and_sausalito.json,sacramento_and_san francisco.json,san jose_and_sausalito.json,san jose_and_stockton.json,santa barbara_and_stockton.json","usiJQz2KqKI,Qp6QEG2LVts,bUq1hNLRTDg","Vallejo","-122.2566366","38.1040864","vallejo.json","jzHyvXDP1v4,VWj332N4DC8,1igg0EbHksA","-122.26","38.10"
"lodi","city","31","Lodi, San Joaquin County, California, United States of America","-121.387849546574","38.097198","64","avalon_and_napa.json,avalon_and_sacramento.json,anaheim_and_napa.json,bakersfield_and_napa.json,bakersfield_and_sacramento.json,bakersfield_and_san francisco.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_riverside.json,berkeley_and_sacramento.json,berkeley_and_stockton.json,carlsbad_and_napa.json,fremont_and_napa.json,fremont_and_sacramento.json,fremont_and_santa clarita.json,fresno_and_napa.json,fresno_and_sacramento.json,fresno_and_san diego.json,fresno_and_santa clarita.json,fresno_and_stockton.json,irvine_and_sacramento.json,long beach_and_napa.json,long beach_and_sacramento.json,los angeles_and_sacramento.json,los angeles_and_stockton.json,malibu_and_napa.json,malibu_and_sausalito.json,malibu_and_stockton.json,mammoth lakes_and_monterey.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san jose.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa cruz.json,monterey_and_sacramento.json,monterey_and_stockton.json,napa_and_pasadena.json,napa_and_riverside.json,napa_and_sacramento.json,napa_and_san bernardino.json,napa_and_san jose.json,napa_and_san luis obispo.json,mammoth lakes_and_pismo beach.json,napa_and_stockton.json,napa_and_temecula.json,oakland_and_stockton.json,pismo beach_and_sausalito.json,riverside_and_sacramento.json,sacramento_and_santa clarita.json,sacramento_and_sausalito.json,sacramento_and_stockton.json,san diego_and_stockton.json,sacramento_and_san diego.json,sacramento_and_san francisco.json,irvine_and_stockton.json,san jose_and_stockton.json,san luis obispo_and_sausalito.json,santa ana_and_stockton.json,santa barbara_and_sausalito.json,santa clarita_and_stockton.json,santa monica_and_sausalito.json,sausalito_and_stockton.json,stockton_and_temecula.json","yA7iGxV6rt4,BQE3BPCeuQU,thbjpC0N21o","Lodi","-121.387849546574","38.097198","lodi.json","aj7z1YzW8mQ,t3EAlJK1O0s,vdN1VhgQ6WE","-121.39","38.10"
"rio vista","city","4","Rio Vista, Solano County, California, United States of America","-121.6913438","38.1557502","10","bakersfield_and_sacramento.json,bakersfield_and_stockton.json,berkeley_and_sacramento.json,berkeley_and_stockton.json,fremont_and_sacramento.json,fresno_and_stockton.json,oakland_and_sacramento.json,oakland_and_stockton.json,riverside_and_sacramento.json,san jose_and_stockton.json","wv6ikLtkGB0,LtHTfjyli-E,dqECY9jFVKE","Rio Vista","-121.6913438","38.1557502","rio_vista.json","iz5pQWzrFA4,qQFiBxPxhuw","-121.69","38.16"
"american canyon","city","2","American Canyon, Napa County, California, United States of America","-122.2608043","38.1749179","3","napa_and_riverside.json,napa_and_santa clarita.json,napa_and_temecula.json","Bhfd9pp1fwY,weCE_9Dns-A,SW5unAswC9o","American Canyon","-122.2608043","38.1749179","american_canyon.json","imWMpqqFFF4,jtrF479Dzj4,Ttsw37UkZ48","-122.26","38.17"
"fairfield","city","13","Fairfield, Solano County, California, United States of America","-122.0399662","38.2493581","26","anaheim_and_mammoth lakes.json,bakersfield_and_napa.json,bakersfield_and_sacramento.json,bakersfield_and_san francisco.json,bakersfield_and_stockton.json,berkeley_and_sacramento.json,berkeley_and_stockton.json,carlsbad_and_mammoth lakes.json,fremont_and_long beach.json,fremont_and_mammoth lakes.json,fremont_and_sacramento.json,fresno_and_napa.json,fresno_and_sacramento.json,fresno_and_san bernardino.json,fresno_and_stockton.json,long beach_and_oakland.json,los angeles_and_oakland.json,malibu_and_mammoth lakes.json,napa_and_riverside.json,napa_and_sacramento.json,napa_and_santa clarita.json,napa_and_stockton.json,oakland_and_san bernardino.json,oakland_and_stockton.json,sacramento_and_sausalito.json,sacramento_and_stockton.json","MyI2vgXNYBg,C3l0YKzyPGA,QIYl6mn7pdw","Fairfield","-122.0399662","38.2493581","fairfield.json","WhpuT-y2S9g,ILaeoXnSgjo,hoQbGs0Zia0","-122.04","38.25"
"galt","city","1","Galt, Sacramento County, California, United States of America","-121.2999484","38.2546373","1","santa clarita_and_stockton.json","Fb5ha64T_x0,rUa7s3xuqxI,rmtrBEXeDjE","Galt","-121.2999484","38.2546373","galt.json","GF8ERNlaB6U,GmsHucKeRsc,qCUlNLEQYyw","-121.30","38.25"
"petaluma","city","10","Petaluma, Sonoma County, California, United States of America","-122.613693402033","38.295411","24","berkeley_and_napa.json,irvine_and_san jose.json,irvine_and_santa cruz.json,long beach_and_napa.json,los angeles_and_stockton.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_sacramento.json,los angeles_and_santa cruz.json,pismo beach_and_sausalito.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,newport beach_and_sausalito.json,napa_and_sausalito.json,santa ana_and_sausalito.json,santa barbara_and_sausalito.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json,santa monica_and_sausalito.json","sqV53b-XCz4,eCgP6Z3s-tc,QCI3Ljyj67U","Petaluma","-122.613693402033","38.295411","petaluma.json","cZnwxD6N6Oo,XjTGAY3SncY","-122.61","38.30"
