"mention_name@blogSrc","mention_type@blogSrc","mention_popularity@blogSrc","mention_address@blogSrc","mention_longitude@blogSrc","mention_latitude@blogSrc","no_of_blogFiles@blogSrc","mention_found_in_blogFiles@blogSrc","youTubeLinkIds@blogSrc","attraction_in@tripAdvisorSrc","attraction_longitude@tripAdvisorSrc","attraction_latitude@tripAdvisorSrc","attraction_in_file@tripAdvisorSrc","youTubeLinkIds@tripAdvisorSrc","mention_long_round","mention_lat_round"
"highland","city","8","Highland, San Bernardino County, California, United States of America","-117.2086512","34.1283442","15","beverly hills_and_carlsbad.json,beverly hills_and_fresno.json,beverly hills_and_oakland.json,beverly hills_and_san diego.json,beverly hills_and_san francisco.json,beverly hills_and_stockton.json,big bear lake_and_long beach.json,big bear lake_and_santa ana.json,huntington beach_and_oakland.json,big bear lake_and_san bernardino.json,pasadena_and_san francisco.json,riverside_and_san bernardino.json,san bernardino_and_santa monica.json,san bernardino_and_temecula.json,stockton_and_temecula.json","agi-FWTLMh0,6Nl8Ws6pj3M,KNmnbOmWpgA","Highland","-117.2086512","34.1283442","highland.json","lK61Vlo8Z7c,hWiXTKHmR0o,zZ_6WTrQock","-117.21","34.13"
"agoura hills","city","5","Agoura Hills, Los Angeles County, California, United States of America","-118.7745347","34.1363945","34","avalon_and_temecula.json,bakersfield_and_riverside.json,bakersfield_and_santa clarita.json,carlsbad_and_santa clarita.json,fremont_and_santa clarita.json,fremont_and_temecula.json,fresno_and_santa clarita.json,irvine_and_los angeles.json,irvine_and_sacramento.json,irvine_and_san jose.json,irvine_and_santa clarita.json,irvine_and_santa cruz.json,los angeles_and_riverside.json,los angeles_and_santa clarita.json,los angeles_and_stockton.json,malibu_and_pasadena.json,malibu_and_sausalito.json,los angeles_and_santa cruz.json,pasadena_and_riverside.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa barbara.json,riverside_and_santa clarita.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san bernardino_and_santa clarita.json,san diego_and_santa ana.json,san diego_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,santa barbara_and_santa clarita.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json","xvpyjQennqU,WwQzk7dcHDU,osOjADunLKU","Agoura Hills","-118.7745347","34.1363945","agoura_hills.json","8rbimyczy3Q,GavMj-A_jqI,rO3rN58txVM","-118.77","34.14"
"glendale","city","43","Glendale, Los Angeles County, California, United States of America","-118.248367","34.1423455","140","anaheim_and_carlsbad.json,anaheim_and_fresno.json,anaheim_and_los angeles.json,anaheim_and_malibu.json,anaheim_and_riverside.json,anaheim_and_san bernardino.json,anaheim_and_san jose.json,anaheim_and_santa clarita.json,anaheim_and_sausalito.json,avalon_and_bakersfield.json,avalon_and_pasadena.json,anaheim_and_santa monica.json,bakersfield_and_huntington beach.json,bakersfield_and_san bernardino.json,avalon_and_santa clarita.json,avalon_and_sausalito.json,bakersfield_and_beverly hills.json,bakersfield_and_big bear lake.json,bakersfield_and_long beach.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_riverside.json,bakersfield_and_santa clarita.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,beverly hills_and_huntington beach.json,beverly hills_and_long beach.json,beverly hills_and_los angeles.json,beverly hills_and_monterey.json,beverly hills_and_pasadena.json,beverly hills_and_san bernardino.json,beverly hills_and_san jose.json,beverly hills_and_santa ana.json,beverly hills_and_santa barbara.json,beverly hills_and_santa clarita.json,big bear lake_and_los angeles.json,big bear lake_and_pasadena.json,big bear lake_and_santa clarita.json,big bear lake_and_santa monica.json,big bear lake_and_sausalito.json,carlsbad_and_oakland.json,carlsbad_and_riverside.json,carlsbad_and_sacramento.json,carlsbad_and_santa clarita.json,carlsbad_and_stockton.json,fremont_and_santa barbara.json,fremont_and_santa clarita.json,fresno_and_irvine.json,fresno_and_los angeles.json,fresno_and_san bernardino.json,fresno_and_santa clarita.json,huntington beach_and_los angeles.json,huntington beach_and_pasadena.json,huntington beach_and_riverside.json,huntington beach_and_sacramento.json,huntington beach_and_san bernardino.json,huntington beach_and_santa monica.json,huntington beach_and_sausalito.json,huntington beach_and_stockton.json,irvine_and_los angeles.json,irvine_and_sacramento.json,irvine_and_san bernardino.json,irvine_and_san diego.json,irvine_and_santa barbara.json,irvine_and_santa clarita.json,irvine_and_santa monica.json,irvine_and_sausalito.json,irvine_and_pasadena.json,irvine_and_temecula.json,long beach_and_pasadena.json,long beach_and_riverside.json,long beach_and_san bernardino.json,long beach_and_san luis obispo.json,long beach_and_santa clarita.json,long beach_and_stockton.json,long beach_and_temecula.json,los angeles_and_pasadena.json,los angeles_and_riverside.json,los angeles_and_san bernardino.json,los angeles_and_santa clarita.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,los angeles_and_temecula.json,malibu_and_riverside.json,malibu_and_santa ana.json,malibu_and_sausalito.json,mammoth lakes_and_riverside.json,monterey_and_san bernardino.json,long beach_and_santa barbara.json,malibu_and_santa clarita.json,newport beach_and_pasadena.json,newport beach_and_san bernardino.json,newport beach_and_san luis obispo.json,newport beach_and_temecula.json,oakland_and_santa clarita.json,pasadena_and_riverside.json,pasadena_and_sacramento.json,pasadena_and_san diego.json,pasadena_and_san francisco.json,pasadena_and_santa ana.json,pasadena_and_santa barbara.json,pasadena_and_santa clarita.json,pasadena_and_sausalito.json,pasadena_and_temecula.json,riverside_and_sacramento.json,riverside_and_san diego.json,riverside_and_san francisco.json,riverside_and_santa clarita.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san bernardino_and_santa ana.json,san bernardino_and_santa barbara.json,san bernardino_and_santa clarita.json,san bernardino_and_santa monica.json,san bernardino_and_sausalito.json,san diego_and_santa clarita.json,san diego_and_santa monica.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san francisco_and_temecula.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,pasadena_and_san bernardino.json,san bernardino_and_stockton.json,santa ana_and_santa clarita.json,santa clarita_and_sausalito.json,san luis obispo_and_santa ana.json,san luis obispo_and_santa clarita.json,san luis obispo_and_sausalito.json,santa ana_and_santa monica.json,santa barbara_and_santa clarita.json,santa barbara_and_temecula.json,santa clarita_and_santa cruz.json,santa monica_and_sausalito.json,santa monica_and_temecula.json,stockton_and_temecula.json","gJDXleb--aw,L6uRwiaMgHs,Qb3hVsW06Xw","Glendale","-118.248367","34.1423455","glendale.json","NHF_zr-MLcQ,7GC1VLmJkWQ,eaWfyBR8wyU","-118.25","34.14"
"arcadia","city","11","Arcadia, Los Angeles County, California, United States of America","-118.0401496","34.1362075","23","anaheim_and_los angeles.json,anaheim_and_riverside.json,avalon_and_long beach.json,avalon_and_los angeles.json,avalon_and_santa ana.json,avalon_and_santa clarita.json,bakersfield_and_newport beach.json,beverly hills_and_pasadena.json,fremont_and_newport beach.json,fresno_and_santa ana.json,huntington beach_and_oakland.json,huntington beach_and_santa clarita.json,long beach_and_pasadena.json,long beach_and_riverside.json,los angeles_and_pasadena.json,los angeles_and_santa monica.json,malibu_and_oakland.json,newport beach_and_oakland.json,oakland_and_riverside.json,oakland_and_santa ana.json,pasadena_and_santa ana.json,san bernardino_and_santa monica.json,riverside_and_santa ana.json","3d5ZxZdEUvA,kWpd_puW0UQ,rRpN1ZdXvl4","Arcadia","-118.0401496","34.1362075","arcadia.json","LfCsOwMc3hk,Kuk5E83aW0U,qXfLo5CaxtA","-118.04","34.14"
"glendora","city","2","Glendora, Los Angeles County, California, United States of America","-117.8653389","34.1361187","62","anaheim_and_carlsbad.json,anaheim_and_fresno.json,anaheim_and_san bernardino.json,anaheim_and_san jose.json,anaheim_and_santa clarita.json,anaheim_and_sausalito.json,avalon_and_bakersfield.json,bakersfield_and_san bernardino.json,avalon_and_santa clarita.json,avalon_and_sausalito.json,bakersfield_and_long beach.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_riverside.json,bakersfield_and_santa clarita.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,big bear lake_and_santa clarita.json,big bear lake_and_sausalito.json,carlsbad_and_oakland.json,carlsbad_and_riverside.json,carlsbad_and_sacramento.json,carlsbad_and_santa clarita.json,carlsbad_and_stockton.json,fresno_and_los angeles.json,fresno_and_san bernardino.json,huntington beach_and_sacramento.json,huntington beach_and_sausalito.json,irvine_and_sacramento.json,irvine_and_sausalito.json,long beach_and_stockton.json,long beach_and_temecula.json,los angeles_and_riverside.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_riverside.json,malibu_and_sausalito.json,mammoth lakes_and_riverside.json,monterey_and_san bernardino.json,oakland_and_santa clarita.json,pasadena_and_sausalito.json,riverside_and_sacramento.json,riverside_and_san diego.json,riverside_and_san francisco.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san bernardino_and_san jose.json,san bernardino_and_santa clarita.json,san bernardino_and_santa monica.json,san bernardino_and_sausalito.json,san diego_and_santa clarita.json,san francisco_and_santa clarita.json,san francisco_and_temecula.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,san bernardino_and_stockton.json,santa clarita_and_sausalito.json,san luis obispo_and_santa clarita.json,san luis obispo_and_sausalito.json,santa monica_and_sausalito.json,stockton_and_temecula.json","wH9ihA889TQ,hRHM6lHaFrU,kidfe9hV7JM","Glendora","-117.8653389","34.1361187","glendora.json","uWIQz_vvx18,twisX-1i4_c,sJA_4td6VV8","-117.87","34.14"
"westlake village","city","3","Westlake Village, Los Angeles County, California, United States of America","-118.8056473","34.1458389","7","beverly hills_and_malibu.json,los angeles_and_mammoth lakes.json,long beach_and_mammoth lakes.json,mammoth lakes_and_san diego.json,mammoth lakes_and_santa monica.json,newport beach_and_pasadena.json,pasadena_and_sacramento.json","aGqwxHRVFwc,oFwmnCBOyBk,d7KIkpj_Qno","Westlake Village","-118.8056473","34.1458389","westlake_village.json","heUIqPNK9BQ,FQVfgwFeZfY,HKzO0S_87Xo","-118.81","34.15"
"pasadena","city","192","Pasadena, Los Angeles County, California, United States of America","-118.1444778","34.1476452","230","anaheim_and_carlsbad.json,anaheim_and_fresno.json,anaheim_and_los angeles.json,anaheim_and_malibu.json,anaheim_and_pasadena.json,anaheim_and_riverside.json,anaheim_and_san bernardino.json,anaheim_and_san jose.json,anaheim_and_santa clarita.json,anaheim_and_sausalito.json,avalon_and_bakersfield.json,avalon_and_beverly hills.json,avalon_and_big bear lake.json,avalon_and_carlsbad.json,avalon_and_fremont.json,avalon_and_fresno.json,avalon_and_irvine.json,avalon_and_pasadena.json,avalon_and_riverside.json,avalon_and_sacramento.json,anaheim_and_santa monica.json,avalon_and_malibu.json,bakersfield_and_huntington beach.json,bakersfield_and_san bernardino.json,berkeley_and_long beach.json,beverly hills_and_pismo beach.json,beverly hills_and_sausalito.json,avalon_and_santa barbara.json,avalon_and_santa clarita.json,avalon_and_sausalito.json,avalon_and_stockton.json,bakersfield_and_beverly hills.json,bakersfield_and_big bear lake.json,bakersfield_and_fremont.json,bakersfield_and_long beach.json,bakersfield_and_malibu.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_pasadena.json,bakersfield_and_riverside.json,bakersfield_and_san diego.json,bakersfield_and_santa clarita.json,bakersfield_and_santa monica.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,berkeley_and_pasadena.json,berkeley_and_riverside.json,berkeley_and_santa monica.json,berkeley_and_temecula.json,berkeley_and_beverly hills.json,berkeley_and_big bear lake.json,berkeley_and_carlsbad.json,beverly hills_and_fremont.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_irvine.json,beverly hills_and_long beach.json,beverly hills_and_los angeles.json,beverly hills_and_malibu.json,beverly hills_and_monterey.json,beverly hills_and_napa.json,beverly hills_and_newport beach.json,beverly hills_and_oakland.json,beverly hills_and_pasadena.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san francisco.json,beverly hills_and_san jose.json,beverly hills_and_san luis obispo.json,beverly hills_and_santa ana.json,beverly hills_and_santa barbara.json,beverly hills_and_santa clarita.json,beverly hills_and_santa cruz.json,beverly hills_and_stockton.json,beverly hills_and_temecula.json,big bear lake_and_fremont.json,big bear lake_and_long beach.json,big bear lake_and_los angeles.json,big bear lake_and_newport beach.json,big bear lake_and_pasadena.json,big bear lake_and_san jose.json,big bear lake_and_santa ana.json,big bear lake_and_santa clarita.json,big bear lake_and_santa cruz.json,big bear lake_and_santa monica.json,big bear lake_and_sausalito.json,big bear lake_and_stockton.json,carlsbad_and_huntington beach.json,carlsbad_and_oakland.json,carlsbad_and_pasadena.json,carlsbad_and_riverside.json,carlsbad_and_sacramento.json,carlsbad_and_santa clarita.json,carlsbad_and_stockton.json,fremont_and_malibu.json,fremont_and_pasadena.json,fremont_and_santa ana.json,fremont_and_santa clarita.json,fremont_and_temecula.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_malibu.json,fresno_and_pasadena.json,fresno_and_san bernardino.json,fresno_and_santa ana.json,fresno_and_temecula.json,huntington beach_and_los angeles.json,huntington beach_and_pasadena.json,huntington beach_and_riverside.json,huntington beach_and_sacramento.json,huntington beach_and_san bernardino.json,huntington beach_and_santa monica.json,huntington beach_and_sausalito.json,huntington beach_and_stockton.json,irvine_and_los angeles.json,irvine_and_malibu.json,irvine_and_oakland.json,irvine_and_sacramento.json,irvine_and_san bernardino.json,irvine_and_san diego.json,irvine_and_santa barbara.json,irvine_and_santa clarita.json,irvine_and_santa monica.json,irvine_and_sausalito.json,fremont_and_riverside.json,fresno_and_riverside.json,irvine_and_pasadena.json,irvine_and_temecula.json,long beach_and_oakland.json,long beach_and_pasadena.json,long beach_and_riverside.json,long beach_and_san bernardino.json,long beach_and_santa clarita.json,long beach_and_santa monica.json,long beach_and_stockton.json,long beach_and_temecula.json,long beach_and_los angeles.json,long beach_and_malibu.json,long beach_and_mammoth lakes.json,los angeles_and_oakland.json,los angeles_and_pasadena.json,los angeles_and_riverside.json,los angeles_and_san bernardino.json,los angeles_and_santa ana.json,los angeles_and_santa clarita.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,los angeles_and_temecula.json,malibu_and_newport beach.json,malibu_and_pasadena.json,malibu_and_riverside.json,malibu_and_sacramento.json,malibu_and_san bernardino.json,malibu_and_santa ana.json,malibu_and_sausalito.json,malibu_and_stockton.json,mammoth lakes_and_pasadena.json,mammoth lakes_and_riverside.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,monterey_and_pasadena.json,monterey_and_riverside.json,monterey_and_san bernardino.json,monterey_and_temecula.json,napa_and_pasadena.json,long beach_and_santa barbara.json,newport beach_and_oakland.json,newport beach_and_pasadena.json,newport beach_and_san bernardino.json,newport beach_and_san jose.json,newport beach_and_temecula.json,oakland_and_pasadena.json,oakland_and_san bernardino.json,oakland_and_santa clarita.json,pasadena_and_riverside.json,pasadena_and_sacramento.json,pasadena_and_san diego.json,pasadena_and_san francisco.json,pasadena_and_san jose.json,pasadena_and_san luis obispo.json,pasadena_and_santa ana.json,pasadena_and_santa barbara.json,pasadena_and_santa clarita.json,pasadena_and_santa cruz.json,pasadena_and_santa monica.json,pasadena_and_sausalito.json,pasadena_and_stockton.json,pasadena_and_temecula.json,riverside_and_sacramento.json,riverside_and_san diego.json,riverside_and_san francisco.json,riverside_and_santa clarita.json,riverside_and_santa monica.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_santa ana.json,sacramento_and_santa clarita.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san bernardino_and_santa ana.json,san bernardino_and_santa barbara.json,san bernardino_and_santa clarita.json,san bernardino_and_santa monica.json,san bernardino_and_sausalito.json,san diego_and_santa clarita.json,san diego_and_santa monica.json,san francisco_and_santa clarita.json,san francisco_and_temecula.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,pasadena_and_san bernardino.json,san bernardino_and_stockton.json,santa ana_and_santa clarita.json,santa clarita_and_sausalito.json,san jose_and_temecula.json,san luis obispo_and_santa clarita.json,san luis obispo_and_sausalito.json,san luis obispo_and_temecula.json,santa ana_and_santa monica.json,santa ana_and_sausalito.json,santa barbara_and_temecula.json,santa clarita_and_santa cruz.json,santa clarita_and_santa monica.json,santa monica_and_sausalito.json,santa monica_and_temecula.json,stockton_and_temecula.json","5z0FAkDSn2s,jAnbqTa2n0k","Pasadena","-118.1444778","34.1476452","pasadena.json","44RDCtjpmHU,8IfUcIJ8r3g,OkyjgbWhnIU","-118.14","34.15"
"thousand oaks","city","5","Thousand Oaks, Ventura County, California, United States of America","-118.910587629744","34.17142715","28","berkeley_and_san diego.json,berkeley_and_santa barbara.json,fresno_and_san diego.json,fresno_and_santa barbara.json,irvine_and_san jose.json,irvine_and_santa clarita.json,irvine_and_santa cruz.json,long beach_and_santa clarita.json,los angeles_and_riverside.json,los angeles_and_santa clarita.json,los angeles_and_stockton.json,los angeles_and_santa cruz.json,malibu_and_santa clarita.json,pasadena_and_riverside.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa barbara.json,riverside_and_santa clarita.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san diego_and_santa ana.json,san diego_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,san jose_and_san luis obispo.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json","UOnkVcX7sck,fbWUX5ffvDY,_47GuX4iDYI","Thousand Oaks","-118.910587629744","34.17142715","thousand_oaks.json","fbWUX5ffvDY,zL4WXOKd7GM,G96avQpRULs","-118.91","34.17"
"oxnard","city","71","Oxnard, Ventura County, California, United States of America","-119.1803817","34.1976308","244","anaheim_and_berkeley.json,anaheim_and_fresno.json,anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_pismo beach.json,anaheim_and_sacramento.json,anaheim_and_san diego.json,anaheim_and_san francisco.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa barbara.json,anaheim_and_santa cruz.json,anaheim_and_sausalito.json,avalon_and_big bear lake.json,avalon_and_monterey.json,avalon_and_san diego.json,avalon_and_san jose.json,avalon_and_san luis obispo.json,avalon_and_malibu.json,bakersfield_and_huntington beach.json,beverly hills_and_pismo beach.json,avalon_and_santa barbara.json,avalon_and_santa cruz.json,avalon_and_santa monica.json,bakersfield_and_beverly hills.json,bakersfield_and_long beach.json,bakersfield_and_monterey.json,bakersfield_and_newport beach.json,bakersfield_and_san diego.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,bakersfield_and_san luis obispo.json,bakersfield_and_santa ana.json,bakersfield_and_santa barbara.json,bakersfield_and_santa cruz.json,bakersfield_and_santa monica.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,berkeley_and_newport beach.json,berkeley_and_pismo beach.json,berkeley_and_san diego.json,berkeley_and_san luis obispo.json,berkeley_and_santa ana.json,berkeley_and_santa barbara.json,berkeley_and_santa monica.json,berkeley_and_huntington beach.json,beverly hills_and_fresno.json,beverly hills_and_monterey.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san diego.json,beverly hills_and_san francisco.json,beverly hills_and_san luis obispo.json,beverly hills_and_santa barbara.json,beverly hills_and_santa cruz.json,beverly hills_and_temecula.json,big bear lake_and_long beach.json,big bear lake_and_san luis obispo.json,big bear lake_and_santa barbara.json,big bear lake_and_stockton.json,carlsbad_and_pasadena.json,carlsbad_and_santa barbara.json,carlsbad_and_santa cruz.json,fremont_and_huntington beach.json,fremont_and_long beach.json,fremont_and_los angeles.json,fremont_and_malibu.json,fremont_and_newport beach.json,fremont_and_pismo beach.json,fremont_and_san luis obispo.json,fremont_and_santa barbara.json,fremont_and_santa monica.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_pasadena.json,fresno_and_pismo beach.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_san luis obispo.json,fresno_and_santa ana.json,fresno_and_santa barbara.json,fresno_and_santa monica.json,huntington beach_and_mammoth lakes.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_oakland.json,huntington beach_and_sacramento.json,huntington beach_and_san diego.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_santa barbara.json,huntington beach_and_santa cruz.json,huntington beach_and_sausalito.json,huntington beach_and_stockton.json,irvine_and_monterey.json,irvine_and_oakland.json,irvine_and_pismo beach.json,irvine_and_san jose.json,irvine_and_san luis obispo.json,irvine_and_santa barbara.json,irvine_and_santa clarita.json,irvine_and_santa cruz.json,irvine_and_santa monica.json,huntington beach_and_malibu.json,huntington beach_and_san jose.json,long beach_and_napa.json,long beach_and_oakland.json,long beach_and_pismo beach.json,long beach_and_san diego.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_san luis obispo.json,long beach_and_santa cruz.json,long beach_and_stockton.json,los angeles_and_malibu.json,los angeles_and_monterey.json,long beach_and_malibu.json,los angeles_and_oakland.json,los angeles_and_pismo beach.json,los angeles_and_sacramento.json,los angeles_and_san diego.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_san luis obispo.json,los angeles_and_santa barbara.json,malibu_and_napa.json,malibu_and_newport beach.json,malibu_and_oakland.json,malibu_and_pasadena.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa barbara.json,malibu_and_santa cruz.json,malibu_and_santa monica.json,malibu_and_sausalito.json,malibu_and_stockton.json,mammoth lakes_and_santa barbara.json,monterey_and_pasadena.json,monterey_and_pismo beach.json,monterey_and_riverside.json,monterey_and_san diego.json,monterey_and_santa barbara.json,monterey_and_santa clarita.json,napa_and_newport beach.json,napa_and_pismo beach.json,napa_and_san diego.json,napa_and_san luis obispo.json,napa_and_santa ana.json,napa_and_santa clarita.json,napa_and_santa monica.json,long beach_and_monterey.json,long beach_and_santa barbara.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,malibu_and_santa clarita.json,mammoth lakes_and_pismo beach.json,monterey_and_newport beach.json,monterey_and_santa monica.json,newport beach_and_oakland.json,newport beach_and_sacramento.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_san luis obispo.json,newport beach_and_santa barbara.json,newport beach_and_santa cruz.json,newport beach_and_santa monica.json,newport beach_and_stockton.json,oakland_and_pasadena.json,oakland_and_san bernardino.json,oakland_and_san luis obispo.json,oakland_and_santa ana.json,oakland_and_santa barbara.json,oakland_and_santa clarita.json,oakland_and_santa monica.json,pasadena_and_pismo beach.json,pasadena_and_sacramento.json,pasadena_and_san diego.json,pasadena_and_san francisco.json,pasadena_and_san jose.json,pasadena_and_san luis obispo.json,pasadena_and_santa barbara.json,pasadena_and_santa cruz.json,pasadena_and_sausalito.json,pismo beach_and_riverside.json,pismo beach_and_sacramento.json,pismo beach_and_san bernardino.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_santa ana.json,pismo beach_and_santa barbara.json,pismo beach_and_santa clarita.json,pismo beach_and_santa cruz.json,pismo beach_and_santa monica.json,pismo beach_and_stockton.json,riverside_and_san francisco.json,riverside_and_san jose.json,riverside_and_san luis obispo.json,riverside_and_santa barbara.json,sacramento_and_san luis obispo.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa monica.json,san bernardino_and_san francisco.json,san bernardino_and_sausalito.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa barbara.json,san diego_and_santa cruz.json,san diego_and_santa monica.json,san diego_and_sausalito.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,san jose_and_santa ana.json,san jose_and_santa barbara.json,sacramento_and_san diego.json,newport beach_and_pismo beach.json,newport beach_and_sausalito.json,oakland_and_pismo beach.json,san jose_and_santa monica.json,san luis obispo_and_santa ana.json,san luis obispo_and_santa barbara.json,san luis obispo_and_santa clarita.json,san luis obispo_and_santa cruz.json,san luis obispo_and_santa monica.json,san luis obispo_and_stockton.json,san luis obispo_and_temecula.json,santa ana_and_santa barbara.json,santa ana_and_santa cruz.json,santa barbara_and_santa clarita.json,santa barbara_and_santa cruz.json,santa barbara_and_santa monica.json,santa barbara_and_sausalito.json,santa barbara_and_stockton.json,santa barbara_and_temecula.json,santa cruz_and_santa monica.json,santa monica_and_stockton.json,santa monica_and_temecula.json","FV0vQ6r4sSY,M2N27_EETBQ,DziptB3ASU8","Oxnard","-119.1803817","34.1976308","oxnard.json","WV_wwAZXk4g,ghsNwdhPnac","-119.18","34.20"
"camarillo","city","18","Camarillo, Ventura County, California, United States of America","-119.0376023","34.2163939","37","bakersfield_and_santa monica.json,beverly hills_and_newport beach.json,beverly hills_and_san diego.json,big bear lake_and_santa clarita.json,huntington beach_and_mammoth lakes.json,irvine_and_san jose.json,irvine_and_santa clarita.json,irvine_and_santa cruz.json,los angeles_and_riverside.json,los angeles_and_santa barbara.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_san jose.json,malibu_and_santa barbara.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_pasadena.json,monterey_and_santa barbara.json,los angeles_and_santa cruz.json,pasadena_and_santa barbara.json,pasadena_and_santa cruz.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa barbara.json,riverside_and_santa clarita.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san diego_and_santa ana.json,san diego_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,san jose_and_san luis obispo.json,santa barbara_and_santa clarita.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json","DBw9UXSy5RI,C_g5LVeXA1A,lHEOIMI9-Cs","Camarillo","-119.0376023","34.2163939","camarillo.json","gNNiJnxMJXk,PBtW8H0TYBU,d3d1saTupoI","-119.04","34.22"
