"mention_name@blogSrc","mention_type@blogSrc","mention_popularity@blogSrc","mention_address@blogSrc","mention_longitude@blogSrc","mention_latitude@blogSrc","no_of_blogFiles@blogSrc","mention_found_in_blogFiles@blogSrc","youTubeLinkIds@blogSrc","attraction_in@tripAdvisorSrc","attraction_longitude@tripAdvisorSrc","attraction_latitude@tripAdvisorSrc","attraction_in_file@tripAdvisorSrc","youTubeLinkIds@tripAdvisorSrc","Confidence"
"torrance","city","7","Torrance, Los Angeles County, California, United States of America","-118.3406287","33.8358492","35","avalon_and_long beach.json,avalon_and_los angeles.json,avalon_and_santa clarita.json,bakersfield_and_beverly hills.json,bakersfield_and_santa monica.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_long beach.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_santa ana.json,beverly hills_and_temecula.json,big bear lake_and_santa ana.json,big bear lake_and_santa monica.json,fresno_and_huntington beach.json,fresno_and_long beach.json,fresno_and_santa ana.json,huntington beach_and_los angeles.json,huntington beach_and_san francisco.json,huntington beach_and_santa monica.json,huntington beach_and_malibu.json,long beach_and_newport beach.json,long beach_and_pasadena.json,long beach_and_san bernardino.json,long beach_and_santa ana.json,los angeles_and_newport beach.json,newport beach_and_oakland.json,newport beach_and_pasadena.json,newport beach_and_san diego.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_santa clarita.json,pasadena_and_riverside.json,sacramento_and_santa ana.json,santa monica_and_temecula.json","9OFc6NrE2_k,-zPqKgL3Pnk,jNT5t2-zyGU","Torrance","-118.3406287","33.8358492","torrance.json","7GC1VLmJkWQ,uWIQz_vvx18,gxxDKST5wpI","100"
"dublin","city","10","Dublin, Alameda County, California, United States of America","-121.9357917","37.7021521","32","bakersfield_and_monterey.json,bakersfield_and_santa cruz.json,berkeley_and_fremont.json,beverly hills_and_oakland.json,beverly hills_and_san francisco.json,carlsbad_and_santa cruz.json,fremont_and_long beach.json,fremont_and_oakland.json,fremont_and_san bernardino.json,fremont_and_santa clarita.json,fresno_and_santa clarita.json,fresno_and_santa cruz.json,fresno_and_santa monica.json,irvine_and_sacramento.json,irvine_and_san jose.json,irvine_and_santa cruz.json,los angeles_and_stockton.json,malibu_and_san francisco.json,monterey_and_santa barbara.json,los angeles_and_santa cruz.json,monterey_and_santa monica.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san diego_and_san jose.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,san jose_and_santa monica.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json","LcKnx7I97yk,RFDTyam_Ijc,JcUE6Nwx3EE","Dublin","-121.9357917","37.7021521","dublin.json","RFDTyam_Ijc,3iRh8dKu99A,DiRLZUCpdbg","100"
"long beach","city","160","Long Beach, Los Angeles County, California, United States of America","-118.158049215311","33.78538945","377","anaheim_and_avalon.json,anaheim_and_bakersfield.json,anaheim_and_berkeley.json,anaheim_and_beverly hills.json,anaheim_and_big bear lake.json,anaheim_and_fremont.json,anaheim_and_fresno.json,anaheim_and_huntington beach.json,anaheim_and_long beach.json,anaheim_and_los angeles.json,anaheim_and_malibu.json,anaheim_and_monterey.json,anaheim_and_newport beach.json,anaheim_and_oakland.json,anaheim_and_pismo beach.json,anaheim_and_riverside.json,anaheim_and_sacramento.json,anaheim_and_san francisco.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa barbara.json,anaheim_and_santa clarita.json,anaheim_and_santa cruz.json,anaheim_and_sausalito.json,anaheim_and_stockton.json,avalon_and_bakersfield.json,avalon_and_beverly hills.json,avalon_and_big bear lake.json,avalon_and_carlsbad.json,avalon_and_fresno.json,avalon_and_huntington beach.json,avalon_and_irvine.json,avalon_and_long beach.json,avalon_and_los angeles.json,avalon_and_monterey.json,avalon_and_newport beach.json,avalon_and_oakland.json,avalon_and_pasadena.json,avalon_and_pismo beach.json,avalon_and_riverside.json,avalon_and_sacramento.json,avalon_and_san bernardino.json,avalon_and_san jose.json,avalon_and_san luis obispo.json,anaheim_and_napa.json,anaheim_and_santa monica.json,avalon_and_malibu.json,avalon_and_santa ana.json,bakersfield_and_huntington beach.json,bakersfield_and_san bernardino.json,berkeley_and_long beach.json,beverly hills_and_carlsbad.json,beverly hills_and_sausalito.json,avalon_and_santa barbara.json,avalon_and_santa clarita.json,avalon_and_santa cruz.json,avalon_and_santa monica.json,avalon_and_temecula.json,bakersfield_and_beverly hills.json,bakersfield_and_big bear lake.json,bakersfield_and_carlsbad.json,bakersfield_and_fremont.json,bakersfield_and_long beach.json,bakersfield_and_los angeles.json,bakersfield_and_malibu.json,bakersfield_and_mammoth lakes.json,bakersfield_and_napa.json,bakersfield_and_newport beach.json,bakersfield_and_sacramento.json,bakersfield_and_san diego.json,bakersfield_and_san francisco.json,bakersfield_and_santa cruz.json,bakersfield_and_santa monica.json,bakersfield_and_sausalito.json,bakersfield_and_temecula.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,berkeley_and_newport beach.json,berkeley_and_pismo beach.json,berkeley_and_san luis obispo.json,berkeley_and_santa barbara.json,berkeley_and_santa clarita.json,berkeley_and_santa monica.json,berkeley_and_temecula.json,beverly hills_and_big bear lake.json,berkeley_and_big bear lake.json,berkeley_and_carlsbad.json,berkeley_and_huntington beach.json,berkeley_and_irvine.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_long beach.json,beverly hills_and_mammoth lakes.json,beverly hills_and_monterey.json,beverly hills_and_oakland.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san diego.json,beverly hills_and_san francisco.json,beverly hills_and_san jose.json,beverly hills_and_san luis obispo.json,beverly hills_and_santa ana.json,beverly hills_and_santa barbara.json,beverly hills_and_santa cruz.json,beverly hills_and_temecula.json,big bear lake_and_long beach.json,big bear lake_and_los angeles.json,big bear lake_and_mammoth lakes.json,big bear lake_and_monterey.json,big bear lake_and_napa.json,big bear lake_and_newport beach.json,big bear lake_and_oakland.json,big bear lake_and_pasadena.json,big bear lake_and_sacramento.json,big bear lake_and_san jose.json,big bear lake_and_san luis obispo.json,big bear lake_and_santa ana.json,big bear lake_and_santa barbara.json,big bear lake_and_santa cruz.json,big bear lake_and_santa monica.json,carlsbad_and_fresno.json,carlsbad_and_huntington beach.json,carlsbad_and_irvine.json,carlsbad_and_long beach.json,carlsbad_and_malibu.json,carlsbad_and_monterey.json,carlsbad_and_napa.json,carlsbad_and_newport beach.json,carlsbad_and_oakland.json,carlsbad_and_pasadena.json,carlsbad_and_pismo beach.json,carlsbad_and_san jose.json,carlsbad_and_santa ana.json,carlsbad_and_santa barbara.json,carlsbad_and_santa cruz.json,carlsbad_and_santa monica.json,fremont_and_huntington beach.json,fremont_and_long beach.json,fremont_and_los angeles.json,fremont_and_malibu.json,fremont_and_newport beach.json,fremont_and_pasadena.json,fremont_and_pismo beach.json,fremont_and_santa ana.json,fremont_and_santa barbara.json,fremont_and_santa monica.json,fresno_and_huntington beach.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_malibu.json,fresno_and_pasadena.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_santa ana.json,fresno_and_santa barbara.json,fresno_and_santa monica.json,fresno_and_temecula.json,huntington beach_and_long beach.json,huntington beach_and_los angeles.json,huntington beach_and_mammoth lakes.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_oakland.json,huntington beach_and_pasadena.json,huntington beach_and_pismo beach.json,huntington beach_and_riverside.json,huntington beach_and_sacramento.json,huntington beach_and_san bernardino.json,huntington beach_and_san diego.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_santa barbara.json,huntington beach_and_santa clarita.json,huntington beach_and_santa cruz.json,huntington beach_and_santa monica.json,huntington beach_and_sausalito.json,huntington beach_and_stockton.json,huntington beach_and_temecula.json,irvine_and_long beach.json,irvine_and_los angeles.json,irvine_and_malibu.json,irvine_and_mammoth lakes.json,irvine_and_monterey.json,irvine_and_napa.json,irvine_and_oakland.json,irvine_and_pismo beach.json,irvine_and_riverside.json,irvine_and_sacramento.json,irvine_and_san jose.json,irvine_and_santa barbara.json,irvine_and_santa clarita.json,irvine_and_santa cruz.json,irvine_and_santa monica.json,carlsbad_and_los angeles.json,carlsbad_and_san luis obispo.json,fresno_and_riverside.json,huntington beach_and_malibu.json,huntington beach_and_san jose.json,irvine_and_pasadena.json,irvine_and_temecula.json,long beach_and_napa.json,long beach_and_newport beach.json,long beach_and_oakland.json,long beach_and_pasadena.json,long beach_and_pismo beach.json,long beach_and_riverside.json,long beach_and_sacramento.json,long beach_and_san bernardino.json,long beach_and_san diego.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_san luis obispo.json,long beach_and_santa ana.json,long beach_and_santa clarita.json,long beach_and_santa cruz.json,long beach_and_santa monica.json,long beach_and_sausalito.json,long beach_and_stockton.json,long beach_and_temecula.json,los angeles_and_malibu.json,los angeles_and_mammoth lakes.json,long beach_and_los angeles.json,long beach_and_malibu.json,long beach_and_mammoth lakes.json,los angeles_and_oakland.json,los angeles_and_pismo beach.json,los angeles_and_sacramento.json,los angeles_and_san diego.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_santa ana.json,los angeles_and_santa barbara.json,los angeles_and_santa clarita.json,los angeles_and_stockton.json,los angeles_and_temecula.json,malibu_and_napa.json,malibu_and_newport beach.json,malibu_and_pasadena.json,malibu_and_pismo beach.json,malibu_and_riverside.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa ana.json,malibu_and_santa barbara.json,malibu_and_santa cruz.json,malibu_and_santa monica.json,malibu_and_sausalito.json,malibu_and_stockton.json,mammoth lakes_and_pasadena.json,malibu_and_mammoth lakes.json,mammoth lakes_and_riverside.json,mammoth lakes_and_san bernardino.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa clarita.json,mammoth lakes_and_santa monica.json,mammoth lakes_and_temecula.json,monterey_and_pasadena.json,monterey_and_san diego.json,monterey_and_santa barbara.json,monterey_and_temecula.json,napa_and_newport beach.json,napa_and_pasadena.json,napa_and_pismo beach.json,napa_and_san luis obispo.json,napa_and_santa barbara.json,napa_and_santa monica.json,long beach_and_monterey.json,long beach_and_santa barbara.json,los angeles_and_newport beach.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,monterey_and_newport beach.json,monterey_and_santa monica.json,newport beach_and_oakland.json,newport beach_and_pasadena.json,newport beach_and_riverside.json,newport beach_and_sacramento.json,newport beach_and_san diego.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_san luis obispo.json,newport beach_and_santa barbara.json,newport beach_and_santa clarita.json,newport beach_and_santa cruz.json,newport beach_and_santa monica.json,newport beach_and_stockton.json,newport beach_and_temecula.json,oakland_and_pasadena.json,oakland_and_riverside.json,oakland_and_san bernardino.json,oakland_and_san diego.json,oakland_and_san luis obispo.json,oakland_and_santa ana.json,oakland_and_santa barbara.json,oakland_and_santa monica.json,pasadena_and_pismo beach.json,pasadena_and_riverside.json,pasadena_and_sacramento.json,pasadena_and_san diego.json,pasadena_and_san francisco.json,pasadena_and_san jose.json,pasadena_and_san luis obispo.json,pasadena_and_santa ana.json,pasadena_and_santa clarita.json,pasadena_and_santa cruz.json,pasadena_and_stockton.json,pasadena_and_temecula.json,pismo beach_and_riverside.json,pismo beach_and_san bernardino.json,pismo beach_and_san diego.json,pismo beach_and_santa ana.json,pismo beach_and_santa clarita.json,pismo beach_and_santa monica.json,pismo beach_and_stockton.json,riverside_and_san diego.json,riverside_and_santa clarita.json,riverside_and_santa monica.json,sacramento_and_san luis obispo.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa clarita.json,sacramento_and_santa monica.json,sacramento_and_temecula.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa ana.json,san bernardino_and_santa barbara.json,san bernardino_and_santa clarita.json,san bernardino_and_santa monica.json,san bernardino_and_sausalito.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa ana.json,san diego_and_santa barbara.json,san diego_and_santa cruz.json,san diego_and_santa monica.json,san diego_and_sausalito.json,san diego_and_stockton.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,san jose_and_santa barbara.json,sacramento_and_san bernardino.json,newport beach_and_pismo beach.json,newport beach_and_sausalito.json,oakland_and_pismo beach.json,oakland_and_temecula.json,riverside_and_santa ana.json,san jose_and_santa monica.json,santa ana_and_santa clarita.json,san luis obispo_and_santa ana.json,san luis obispo_and_santa clarita.json,san luis obispo_and_santa monica.json,san luis obispo_and_stockton.json,san luis obispo_and_temecula.json,santa ana_and_santa barbara.json,santa ana_and_santa monica.json,santa ana_and_sausalito.json,santa ana_and_stockton.json,santa barbara_and_santa cruz.json,santa barbara_and_santa monica.json,santa barbara_and_stockton.json,santa barbara_and_temecula.json,santa clarita_and_santa cruz.json,santa clarita_and_santa monica.json,santa cruz_and_santa monica.json,santa cruz_and_temecula.json,santa monica_and_stockton.json,santa monica_and_temecula.json,stockton_and_temecula.json","evRei0iZzc8,Kw0eDyXv61E,N1Zbmfobcak","Long Beach","-118.158049215311","33.78538945","long_beach.json","5tEAcOwYmNY,TYaK8VYTqZs,jPy5V0OfhSY","100"
"oceanside","city","56","Oceanside, San Diego County, California, United States of America","-117.3794833","33.1958696","174","anaheim_and_bakersfield.json,anaheim_and_berkeley.json,anaheim_and_carlsbad.json,anaheim_and_fremont.json,anaheim_and_fresno.json,anaheim_and_malibu.json,anaheim_and_pismo beach.json,anaheim_and_san diego.json,anaheim_and_san francisco.json,anaheim_and_san luis obispo.json,anaheim_and_santa cruz.json,anaheim_and_stockton.json,anaheim_and_temecula.json,avalon_and_carlsbad.json,avalon_and_san bernardino.json,avalon_and_san diego.json,beverly hills_and_carlsbad.json,avalon_and_temecula.json,bakersfield_and_beverly hills.json,bakersfield_and_carlsbad.json,bakersfield_and_oakland.json,bakersfield_and_san diego.json,bakersfield_and_san jose.json,bakersfield_and_santa monica.json,bakersfield_and_temecula.json,berkeley_and_san diego.json,berkeley_and_santa monica.json,berkeley_and_temecula.json,berkeley_and_carlsbad.json,beverly hills_and_fresno.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san diego.json,beverly hills_and_san jose.json,beverly hills_and_temecula.json,big bear lake_and_santa clarita.json,carlsbad_and_fremont.json,carlsbad_and_fresno.json,carlsbad_and_huntington beach.json,carlsbad_and_irvine.json,carlsbad_and_long beach.json,carlsbad_and_malibu.json,carlsbad_and_monterey.json,carlsbad_and_newport beach.json,carlsbad_and_oakland.json,carlsbad_and_pasadena.json,carlsbad_and_pismo beach.json,carlsbad_and_riverside.json,carlsbad_and_sacramento.json,carlsbad_and_san bernardino.json,carlsbad_and_san diego.json,carlsbad_and_san jose.json,carlsbad_and_santa ana.json,carlsbad_and_santa cruz.json,carlsbad_and_santa monica.json,carlsbad_and_temecula.json,fremont_and_long beach.json,fremont_and_los angeles.json,fremont_and_malibu.json,fremont_and_pasadena.json,fremont_and_san diego.json,fremont_and_santa monica.json,fresno_and_huntington beach.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_malibu.json,fresno_and_pasadena.json,fresno_and_san diego.json,fresno_and_santa ana.json,fresno_and_santa monica.json,fresno_and_temecula.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_sacramento.json,huntington beach_and_san diego.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_temecula.json,irvine_and_pismo beach.json,irvine_and_sacramento.json,irvine_and_san diego.json,irvine_and_san jose.json,irvine_and_san luis obispo.json,irvine_and_santa monica.json,carlsbad_and_los angeles.json,carlsbad_and_san luis obispo.json,fresno_and_riverside.json,huntington beach_and_malibu.json,huntington beach_and_san jose.json,irvine_and_temecula.json,long beach_and_san diego.json,long beach_and_san francisco.json,long beach_and_san jose.json,los angeles_and_san diego.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_temecula.json,malibu_and_newport beach.json,malibu_and_pasadena.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san diego.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa ana.json,malibu_and_stockton.json,malibu_and_temecula.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_riverside.json,monterey_and_san bernardino.json,monterey_and_san diego.json,napa_and_pismo beach.json,napa_and_san diego.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,monterey_and_newport beach.json,monterey_and_santa monica.json,newport beach_and_oakland.json,newport beach_and_sacramento.json,newport beach_and_san diego.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_san luis obispo.json,newport beach_and_santa barbara.json,newport beach_and_santa cruz.json,newport beach_and_temecula.json,oakland_and_pasadena.json,oakland_and_santa monica.json,pasadena_and_pismo beach.json,pasadena_and_sacramento.json,pasadena_and_san diego.json,pasadena_and_san francisco.json,pasadena_and_san luis obispo.json,pasadena_and_santa cruz.json,pasadena_and_stockton.json,pismo beach_and_san diego.json,pismo beach_and_santa monica.json,pismo beach_and_temecula.json,riverside_and_san diego.json,riverside_and_temecula.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa monica.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa barbara.json,san bernardino_and_santa cruz.json,san bernardino_and_temecula.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa ana.json,san diego_and_santa barbara.json,san diego_and_santa clarita.json,san diego_and_santa cruz.json,san diego_and_santa monica.json,san diego_and_stockton.json,san diego_and_temecula.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,newport beach_and_sausalito.json,irvine_and_stockton.json,san jose_and_temecula.json,san luis obispo_and_santa monica.json,san luis obispo_and_temecula.json,santa ana_and_stockton.json,santa barbara_and_stockton.json,santa monica_and_sausalito.json,santa monica_and_stockton.json,santa monica_and_temecula.json,stockton_and_temecula.json","rslnyJgNDCU,mvbwLxEnUT4,zpmbdlVaV9s","Oceanside","-117.3794833","33.1958696","oceanside.json","0u2OojNeOUY,TtXO7kAL3LA,qrqncvZE8k4","100"
"gilroy","city","4","Gilroy, Santa Clara County, California, United States of America","-121.5631722","37.0065078","89","anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_pismo beach.json,anaheim_and_sacramento.json,anaheim_and_san francisco.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa cruz.json,avalon_and_san jose.json,berkeley_and_san jose.json,bakersfield_and_monterey.json,bakersfield_and_san diego.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,bakersfield_and_santa cruz.json,berkeley_and_los angeles.json,berkeley_and_monterey.json,berkeley_and_pismo beach.json,berkeley_and_san diego.json,berkeley_and_santa ana.json,berkeley_and_santa barbara.json,beverly hills_and_san francisco.json,carlsbad_and_santa cruz.json,fremont_and_los angeles.json,fremont_and_monterey.json,huntington beach_and_monterey.json,huntington beach_and_oakland.json,huntington beach_and_sacramento.json,huntington beach_and_san luis obispo.json,irvine_and_monterey.json,irvine_and_pismo beach.json,irvine_and_santa cruz.json,huntington beach_and_san jose.json,long beach_and_oakland.json,los angeles_and_monterey.json,los angeles_and_oakland.json,los angeles_and_pismo beach.json,los angeles_and_sacramento.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_san luis obispo.json,monterey_and_oakland.json,monterey_and_pasadena.json,monterey_and_riverside.json,monterey_and_sacramento.json,monterey_and_san diego.json,monterey_and_san jose.json,monterey_and_santa clarita.json,napa_and_santa ana.json,napa_and_santa clarita.json,napa_and_santa cruz.json,los angeles_and_santa cruz.json,oakland_and_pasadena.json,oakland_and_santa ana.json,oakland_and_santa clarita.json,oakland_and_santa monica.json,pasadena_and_pismo beach.json,pasadena_and_sacramento.json,pasadena_and_san francisco.json,pasadena_and_san jose.json,pasadena_and_san luis obispo.json,pasadena_and_santa cruz.json,pismo beach_and_riverside.json,pismo beach_and_sacramento.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_santa ana.json,riverside_and_san francisco.json,riverside_and_san jose.json,sacramento_and_san jose.json,sacramento_and_san luis obispo.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa cruz.json,sacramento_and_santa monica.json,san bernardino_and_san francisco.json,san diego_and_san jose.json,san diego_and_santa cruz.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san francisco_and_santa cruz.json,san jose_and_santa ana.json,san jose_and_santa barbara.json,san jose_and_santa cruz.json,sacramento_and_san diego.json,oakland_and_pismo beach.json,san jose_and_temecula.json,san luis obispo_and_santa cruz.json","grQky2apGbo,Q2TYIrgn2aE","Gilroy","-121.5631722","37.0065078","gilroy.json","8L8c-aIKH-o,z9PXX8hU8k8,xYmCAlJr-bg","100"
"buena park","city","20","Buena Park, Orange County, California, United States of America","-117.9962164","33.870413","110","anaheim_and_avalon.json,anaheim_and_berkeley.json,anaheim_and_carlsbad.json,anaheim_and_fremont.json,anaheim_and_fresno.json,anaheim_and_huntington beach.json,anaheim_and_irvine.json,anaheim_and_long beach.json,anaheim_and_los angeles.json,anaheim_and_newport beach.json,anaheim_and_riverside.json,anaheim_and_san bernardino.json,anaheim_and_san diego.json,anaheim_and_san jose.json,anaheim_and_santa ana.json,anaheim_and_santa clarita.json,anaheim_and_sausalito.json,anaheim_and_temecula.json,avalon_and_bakersfield.json,bakersfield_and_san bernardino.json,avalon_and_santa clarita.json,avalon_and_sausalito.json,avalon_and_temecula.json,bakersfield_and_beverly hills.json,bakersfield_and_long beach.json,bakersfield_and_monterey.json,bakersfield_and_newport beach.json,bakersfield_and_oakland.json,bakersfield_and_riverside.json,bakersfield_and_santa clarita.json,bakersfield_and_santa monica.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_long beach.json,beverly hills_and_mammoth lakes.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san diego.json,beverly hills_and_santa ana.json,beverly hills_and_temecula.json,big bear lake_and_santa clarita.json,big bear lake_and_sausalito.json,carlsbad_and_newport beach.json,carlsbad_and_oakland.json,carlsbad_and_riverside.json,carlsbad_and_sacramento.json,carlsbad_and_santa clarita.json,carlsbad_and_stockton.json,fremont_and_newport beach.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_san bernardino.json,fresno_and_santa ana.json,huntington beach_and_oakland.json,huntington beach_and_sacramento.json,huntington beach_and_santa barbara.json,huntington beach_and_santa clarita.json,huntington beach_and_sausalito.json,irvine_and_long beach.json,irvine_and_sacramento.json,irvine_and_sausalito.json,long beach_and_oakland.json,long beach_and_pasadena.json,long beach_and_riverside.json,long beach_and_san bernardino.json,long beach_and_santa ana.json,long beach_and_stockton.json,long beach_and_temecula.json,los angeles_and_riverside.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_riverside.json,malibu_and_sausalito.json,mammoth lakes_and_riverside.json,mammoth lakes_and_santa monica.json,monterey_and_san bernardino.json,newport beach_and_oakland.json,newport beach_and_pasadena.json,newport beach_and_san jose.json,oakland_and_riverside.json,oakland_and_santa ana.json,oakland_and_santa clarita.json,oakland_and_santa monica.json,pasadena_and_riverside.json,pasadena_and_sausalito.json,riverside_and_sacramento.json,riverside_and_san diego.json,riverside_and_san francisco.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_santa ana.json,sacramento_and_santa clarita.json,san bernardino_and_san jose.json,san bernardino_and_santa clarita.json,san bernardino_and_sausalito.json,san diego_and_santa clarita.json,san francisco_and_santa clarita.json,san francisco_and_temecula.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,riverside_and_santa ana.json,san bernardino_and_stockton.json,santa clarita_and_sausalito.json,san luis obispo_and_santa clarita.json,san luis obispo_and_sausalito.json,santa monica_and_sausalito.json,santa monica_and_temecula.json,stockton_and_temecula.json","5-q0kgn0UwQ,xvGnFul5X5M,qJ5abR47Kos","Buena Park","-117.9962164","33.870413","buena_park.json","q_UZIRB2t20,SefEerTB8jI,rTBZGqLJX4s","100"
"el dorado hills","city","1","El Dorado Hills, Gresham Dr, Stonegate Village, El Dorado County, California, 95762, United States of America","-121.059365948901","38.67950505","2","oakland_and_stockton.json,riverside_and_sacramento.json","er0nDXbqgvY,18AIdvjLr7U,7UPHlUJMZEQ","El Dorado Hills","-121.059365948901","38.67950505","el_dorado_hills.json","nv9_39dTggU,L8v7G0HrvOE","100"
"galt","city","1","Galt, Sacramento County, California, United States of America","-121.2999484","38.2546373","1","santa clarita_and_stockton.json","Fb5ha64T_x0,rUa7s3xuqxI,rmtrBEXeDjE","Galt","-121.2999484","38.2546373","galt.json","GF8ERNlaB6U,GmsHucKeRsc,qCUlNLEQYyw","100"
"laguna niguel","city","10","Laguna Niguel, Orange County, California, United States of America","-117.7075525","33.5225261","63","anaheim_and_riverside.json,beverly hills_and_san diego.json,beverly hills_and_santa ana.json,big bear lake_and_santa clarita.json,carlsbad_and_irvine.json,carlsbad_and_santa clarita.json,fremont_and_huntington beach.json,fremont_and_newport beach.json,fremont_and_santa clarita.json,fresno_and_irvine.json,fresno_and_santa clarita.json,huntington beach_and_los angeles.json,irvine_and_long beach.json,irvine_and_los angeles.json,irvine_and_riverside.json,irvine_and_sacramento.json,irvine_and_san bernardino.json,irvine_and_san diego.json,irvine_and_san jose.json,irvine_and_santa barbara.json,irvine_and_santa clarita.json,irvine_and_santa cruz.json,irvine_and_santa monica.json,irvine_and_pasadena.json,irvine_and_temecula.json,long beach_and_newport beach.json,long beach_and_riverside.json,long beach_and_san bernardino.json,long beach_and_temecula.json,los angeles_and_riverside.json,los angeles_and_santa ana.json,los angeles_and_stockton.json,los angeles_and_temecula.json,long beach_and_santa barbara.json,los angeles_and_santa cruz.json,newport beach_and_pasadena.json,newport beach_and_riverside.json,newport beach_and_san bernardino.json,newport beach_and_temecula.json,pasadena_and_riverside.json,pasadena_and_sacramento.json,pasadena_and_san diego.json,pasadena_and_santa barbara.json,pasadena_and_temecula.json,riverside_and_sacramento.json,riverside_and_san diego.json,riverside_and_san francisco.json,riverside_and_santa barbara.json,riverside_and_santa clarita.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san bernardino_and_santa barbara.json,san bernardino_and_santa clarita.json,san diego_and_santa ana.json,san diego_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,newport beach_and_sausalito.json,santa barbara_and_temecula.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json,santa monica_and_temecula.json","St3Zx4EhGQY,zJ9MvzIiwE0","Laguna Niguel","-117.7075525","33.5225261","laguna_niguel.json","_4aFdpg75Ik,6tkW6MjuzAs,ISD_Ji9xL5I","100"
