"mention_name","mention_type","mention_popularity","mention_address","mention_longitude","mention_latitude","no_of_blogFiles","mention_found_in_blogFiles","youTubeLinkIds"
"highland center","city","2","Highland, San Bernardino County, California, United States of America","-117.2086512","34.1283442","15","bakersfield_and_beverly hills.json,bakersfield_and_santa monica.json,beverly hills_and_fresno.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_temecula.json,fresno_and_huntington beach.json,fresno_and_long beach.json,fresno_and_santa ana.json,long beach_and_san bernardino.json,newport beach_and_oakland.json,newport beach_and_san jose.json,pasadena_and_riverside.json,sacramento_and_santa ana.json,santa monica_and_temecula.json","9vepiUuiUgE,JaTF-WxdjUw,PMQsyMecNP4"
"hollywood west hollywood west hollywood","city","1","West Hollywood, Los Angeles County, California, United States of America","-118.3617442","34.0900091","1","san bernardino_and_santa monica.json","DbcC8l8jcP4,hHEaB_Jfdi0,1MHxiL2-xBM"
"hollywood/west hollywood","city","1","West Hollywood, Los Angeles County, California, United States of America","-118.3617442","34.0900091","1","beverly hills_and_san bernardino.json","DbcC8l8jcP4,A4g6CjrA9QA,1MHxiL2-xBM"
"huntington beach california","city","1","Huntington Beach, Orange County, California, United States of America","-118.0000165","33.6783336","1","anaheim_and_huntington beach.json","KXQvpFxytUk,0IZA7pocJiA,HtTSXd2BMq0"
"huntington beach route","city","11","Huntington Beach, Orange County, California, United States of America","-118.0000165","33.6783336","8","bakersfield_and_huntington beach.json,carlsbad_and_huntington beach.json,huntington beach_and_napa.json,huntington beach_and_oakland.json,huntington beach_and_santa cruz.json,huntington beach_and_temecula.json,huntington beach_and_malibu.json,big bear lake_and_huntington beach.json","8myHogVM0ZM,fgX1QTxuid4,FejycrTY0a8"
"huntington garden","city","1","Huntington Beach, Orange County, California, United States of America","-118.0000165","33.6783336","1","pasadena_and_sausalito.json","m3zFUCao6GE,27du3OLKYl4,ds8LEl813ss"
"huntington gardens","city","1","Huntington Beach, Orange County, California, United States of America","-118.0000165","33.6783336","2","beverly hills_and_huntington beach.json,beverly hills_and_long beach.json","m3zFUCao6GE,ds8LEl813ss,-o5vgyk8L_0"
"huron river","city","2","Huron, Fresno County, California, United States of America","-120.1029176","36.2027308","3","avalon_and_oakland.json,berkeley_and_irvine.json,beverly hills_and_oakland.json","Wy-oRV3vpjk,LJ2otwyvxXk,9DGfFDTJyI4"
"irvine - orange county","city","1","Irvine, Orange County, California, United States of America","-117.8259818","33.6856969","1","irvine_and_sacramento.json","GEBt0Jdd8r8,M9TwwAM7QFw,TfasZcwJN8A"
"irvine california","city","2","Irvine, Orange County, California, United States of America","-117.8259818","33.6856969","3","avalon_and_irvine.json,irvine_and_newport beach.json,irvine_and_santa ana.json","w2g8U1_TEio,hG38NcnAGqI,qsaya5j3wyw"
"isleton","city","3","Isleton, Sacramento County, California, United States of America","-121.6116205","38.1618614","7","berkeley_and_sacramento.json,berkeley_and_stockton.json,fremont_and_sacramento.json,oakland_and_sacramento.json,oakland_and_stockton.json,riverside_and_sacramento.json,san jose_and_stockton.json","j1oTVdyowMY,elLM6wfLSWI,5S6Cd0OEl9U"
"jurupa","city","2","Jurupa Valley, Riverside County, California, United States of America","-117.4515753","33.9798472","2","bakersfield_and_riverside.json,san bernardino_and_temecula.json","zmGBP6FsyoU,q2liRfpDvi4,iSlQcGo88Cg"
"king boulevard","city","1","King City, Monterey County, California, United States of America","-121.1260286","36.2127439","7","beverly hills_and_fresno.json,beverly hills_and_sacramento.json,fresno_and_long beach.json,fresno_and_santa ana.json,newport beach_and_oakland.json,newport beach_and_san jose.json,sacramento_and_santa ana.json","QrcK4BwBM58,dXVMWICTb9w,MT494koi-fo"
"king city","city","5","King City, Monterey County, California, United States of America","-121.1260286","36.2127439","92","anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_pismo beach.json,anaheim_and_sacramento.json,anaheim_and_san francisco.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa cruz.json,avalon_and_san jose.json,bakersfield_and_fremont.json,bakersfield_and_fresno.json,bakersfield_and_monterey.json,bakersfield_and_pismo beach.json,bakersfield_and_san diego.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,bakersfield_and_san luis obispo.json,bakersfield_and_santa cruz.json,berkeley_and_los angeles.json,berkeley_and_monterey.json,berkeley_and_pismo beach.json,berkeley_and_san diego.json,berkeley_and_santa ana.json,berkeley_and_santa barbara.json,beverly hills_and_san francisco.json,carlsbad_and_santa cruz.json,fremont_and_los angeles.json,huntington beach_and_monterey.json,huntington beach_and_oakland.json,huntington beach_and_sacramento.json,huntington beach_and_san luis obispo.json,irvine_and_monterey.json,irvine_and_pismo beach.json,irvine_and_santa cruz.json,huntington beach_and_san jose.json,long beach_and_oakland.json,los angeles_and_monterey.json,los angeles_and_oakland.json,los angeles_and_pismo beach.json,los angeles_and_sacramento.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,malibu_and_san jose.json,monterey_and_oakland.json,monterey_and_pasadena.json,monterey_and_riverside.json,monterey_and_sacramento.json,monterey_and_san diego.json,monterey_and_san jose.json,monterey_and_santa clarita.json,napa_and_santa ana.json,napa_and_santa clarita.json,napa_and_santa cruz.json,los angeles_and_santa cruz.json,oakland_and_pasadena.json,oakland_and_santa ana.json,oakland_and_santa clarita.json,oakland_and_santa monica.json,pasadena_and_pismo beach.json,pasadena_and_sacramento.json,pasadena_and_san francisco.json,pasadena_and_san jose.json,pasadena_and_san luis obispo.json,pasadena_and_santa cruz.json,pismo beach_and_riverside.json,pismo beach_and_sacramento.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_santa ana.json,riverside_and_san francisco.json,riverside_and_san jose.json,sacramento_and_san jose.json,sacramento_and_san luis obispo.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa cruz.json,sacramento_and_santa monica.json,san bernardino_and_san francisco.json,san diego_and_san jose.json,san diego_and_santa barbara.json,san diego_and_santa cruz.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san jose_and_san luis obispo.json,san jose_and_santa ana.json,san jose_and_santa barbara.json,sacramento_and_san diego.json,oakland_and_pismo beach.json,santa clarita_and_sausalito.json,san luis obispo_and_santa barbara.json,santa ana_and_sausalito.json","NzswCZwVfGQ,pyL-F8UVghg,ATxs0N_DFTw"
"l.a. city","city","1","LA, Los Angeles County, California, United States of America","-118.2439408","34.0543942","1","anaheim_and_santa monica.json","bTvr_2v-0HI,vr4X1bGrH0k,TMZ6fXtchK0"
"la - beverly hills","city","1","Beverly Hills, Los Angeles County, California, United States of America","-118.4003562","34.0736204","2","avalon_and_beverly hills.json,beverly hills_and_los angeles.json","V9KhoicSkOs,1sUThSUQQVw,6YFuHKXn3a8"
"la alhambra","city","1","Alhambra, Los Angeles County, California, United States of America","-118.1268241","34.0927361","1","irvine_and_los angeles.json","trhCkr_cP4E,fwjX-m4LkYk,iEseJViidy8"
"la brea","city","9","Brea, Orange County, California, United States of America","-117.8888556","33.9170444","27","anaheim_and_beverly hills.json,avalon_and_beverly hills.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_long beach.json,beverly hills_and_oakland.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san diego.json,beverly hills_and_san francisco.json,beverly hills_and_santa ana.json,beverly hills_and_stockton.json,big bear lake_and_san jose.json,fresno_and_long beach.json,fresno_and_santa ana.json,long beach_and_pasadena.json,long beach_and_san bernardino.json,long beach_and_santa clarita.json,malibu_and_sacramento.json,malibu_and_san jose.json,newport beach_and_pasadena.json,pasadena_and_riverside.json,pasadena_and_san francisco.json,pasadena_and_santa clarita.json,riverside_and_santa monica.json,sacramento_and_santa ana.json,santa monica_and_stockton.json","nQL1fdDGPbo,G7FK59waeo0,nBfMa62fkHA"
"la palma","city","1","La Palma, Orange County, California, United States of America","-118.0467305","33.846404","4","fresno_and_irvine.json,irvine_and_los angeles.json,irvine_and_oakland.json,irvine_and_san diego.json","SIXOT-RTVbQ,M7IT1RY0NRE,XKhrG9XL9CQ"
"la pasadena","city","2","Pasadena, Los Angeles County, California, United States of America","-118.1444778","34.1476452","2","big bear lake_and_pasadena.json,carlsbad_and_pasadena.json","ZRxxAYPf5JI,WzeiL5AKZaE,M91Nt5i_Vnc"
"la puente","city","1","La Puente, Los Angeles County, California, United States of America","-117.9503676","34.01979","24","irvine_and_los angeles.json,irvine_and_riverside.json,irvine_and_san jose.json,irvine_and_santa clarita.json,irvine_and_santa cruz.json,los angeles_and_riverside.json,los angeles_and_santa ana.json,los angeles_and_santa clarita.json,los angeles_and_stockton.json,los angeles_and_santa cruz.json,pasadena_and_riverside.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa barbara.json,riverside_and_santa clarita.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san diego_and_santa ana.json,san diego_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json","aNMqLW9AWTI,NjvH7MUPzy8,vPJMfqpeaBo"
"la santa cruz","city","1","Santa Cruz, Santa Cruz County, California, United States of America","-122.0260569","36.9735903","1","san bernardino_and_santa cruz.json","dik-BVZL1mM,6qmDxkmT4AQ,2qSB02T7Xbw"
"la/san diego","city","1","San Diego, San Diego County, California, United States of America","-117.1627713","32.7174209","1","mammoth lakes_and_santa monica.json","y0nbM221r4o,LDYanGeckVo,RQBuhGUFP6Y"
"la/santa barbara","city","1","Santa Barbara, Santa Barbara County, California, United States of America","-119.7026672","34.4221319","9","monterey_and_santa clarita.json,napa_and_santa ana.json,napa_and_santa barbara.json,napa_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san jose_and_santa clarita.json,santa barbara_and_santa clarita.json","KADylpog8Ls,QfYhonXV6yo,IA0QKR6r14E"
"larkspur","city","7","Larkspur, Marin County, California, United States of America","-122.5352538","37.9340915","9","berkeley_and_sacramento.json,long beach_and_sausalito.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,oakland_and_sausalito.json,sacramento_and_sausalito.json,newport beach_and_sausalito.json,napa_and_sausalito.json,sausalito_and_stockton.json","1-K3DI-SqYo,S2X1KVu06lY"
"lemoore","city","3","Lemoore, Kings County, California, United States of America","-119.7829106","36.3007835","73","anaheim_and_fresno.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_sausalito.json,avalon_and_bakersfield.json,avalon_and_san luis obispo.json,bakersfield_and_san bernardino.json,avalon_and_sausalito.json,bakersfield_and_long beach.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_riverside.json,bakersfield_and_san luis obispo.json,bakersfield_and_santa monica.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_san luis obispo.json,beverly hills_and_san luis obispo.json,big bear lake_and_sausalito.json,carlsbad_and_oakland.json,carlsbad_and_sacramento.json,carlsbad_and_stockton.json,fremont_and_san luis obispo.json,fresno_and_los angeles.json,fresno_and_monterey.json,fresno_and_oakland.json,fresno_and_sacramento.json,fresno_and_san bernardino.json,fresno_and_san jose.json,fresno_and_san luis obispo.json,fresno_and_stockton.json,huntington beach_and_sacramento.json,huntington beach_and_sausalito.json,irvine_and_sacramento.json,irvine_and_san luis obispo.json,irvine_and_sausalito.json,long beach_and_pismo beach.json,long beach_and_san luis obispo.json,long beach_and_stockton.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_sausalito.json,mammoth lakes_and_riverside.json,monterey_and_sacramento.json,monterey_and_san bernardino.json,monterey_and_san luis obispo.json,mammoth lakes_and_sausalito.json,oakland_and_san luis obispo.json,oakland_and_santa clarita.json,pasadena_and_sausalito.json,pismo beach_and_san jose.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_san luis obispo.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_san luis obispo.json,sacramento_and_santa clarita.json,san bernardino_and_san jose.json,san bernardino_and_sausalito.json,san francisco_and_santa clarita.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,oakland_and_pismo beach.json,san bernardino_and_stockton.json,santa clarita_and_sausalito.json,san luis obispo_and_santa clarita.json,san luis obispo_and_sausalito.json,san luis obispo_and_stockton.json,santa monica_and_sausalito.json,stockton_and_temecula.json","sU6qu1awoW8,3Th4gZPS3aA,qMqvL8nKT3k"
"lincoln mountain","city","1","Lincoln, Placer County, California, United States of America","-121.2930078","38.891565","4","big bear lake_and_mammoth lakes.json,mammoth lakes_and_monterey.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san jose.json","F1VzjznzliU,6HxrKMQuVc8,bbKpiy1fEPs"
"lincoln township","city","1","Lincoln, Placer County, California, United States of America","-121.2930078","38.891565","2","avalon_and_oakland.json,beverly hills_and_oakland.json","3VtPvDGO9uY,Vt1WG8Ph3p0,1FazWigm_-k"
"little santa monica","city","1","Santa Monica, Los Angeles County, California, United States of America","-118.4869738","34.0195598","1","beverly hills_and_long beach.json","VLR8lyPuvLc,O-uaEMhnC-k,OHwk3V2R3fU"
"livermore","city","12","Livermore, Alameda County, California, United States of America","-121.768053","37.6820583","14","beverly hills_and_oakland.json,fremont_and_oakland.json,fresno_and_huntington beach.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,napa_and_pismo beach.json,napa_and_san jose.json,napa_and_temecula.json,pismo beach_and_temecula.json,sacramento_and_temecula.json,santa clarita_and_sausalito.json,san jose_and_stockton.json,san luis obispo_and_temecula.json","IyYlZpoGDlU,cp2FUqGGh88,fv3_ANwqAdI"
"lodi ca","city","1","Lodi, San Joaquin County, California, United States of America","-121.387849546574","38.097198","1","monterey_and_stockton.json","CqUQFCdhyO4,n6LXptNfN30,UD-kj9dYeAs"
"lodi lake","city","1","Lodi, San Joaquin County, California, United States of America","-121.389845833665","38.0922395","1","sacramento_and_stockton.json","djcQGEWXSGA,2ux2_AUni9U,LvwdrTbTBmg"
"long beach california","city","1","Long Beach, Los Angeles County, California, United States of America","-118.158049215311","33.78538945","1","long beach_and_pasadena.json","SOq85bRjTIQ,1quGkXzTOQE,Kw0eDyXv61E"
"long beach.and","city","1","Long Beach, Los Angeles County, California, United States of America","-118.158049215311","33.78538945","4","anaheim_and_long beach.json,berkeley_and_long beach.json,long beach_and_sacramento.json,long beach_and_stockton.json","f0wJMmETleo,TtCKv1Kr9JY,xox1a6xKGZA"
"long beach/los angeles","city","3","Long Beach, Los Angeles County, California, United States of America","-118.158049215311","33.78538945","3","beverly hills_and_san jose.json,long beach_and_san jose.json,long beach_and_monterey.json","Q2ILcLiN_yw,odkabp4Opc4,PSYraPvBV70"
"long pine","city","1","Long Beach, Los Angeles County, California, United States of America","-118.158049215311","33.78538945","1","los angeles_and_mammoth lakes.json","IBNPeIuWdBo,qjQ_wTXtmVA,3VauP3kpHWo"
"los angeles california","city","1","LA, Los Angeles County, California, United States of America","-118.2439408","34.0543942","1","pasadena_and_san diego.json","9hiT6Lsw01c,O88M1KYSNLQ,yF-Jt0RJOVk"
"los angeles city","city","1","LA, Los Angeles County, California, United States of America","-118.2439408","34.0543942","1","beverly hills_and_oakland.json","3G2zRZQ9S_Q,zRPBhg2Hmzs,O88M1KYSNLQ"
"los angeles gardens","city","1","LA, Los Angeles County, California, United States of America","-118.2439408","34.0543942","1","malibu_and_pasadena.json","zhWkEYQ9PNM,XL--ixwznu8,XOtZoAd6seE"
"los angeles los angeles","city","1","LA, Los Angeles County, California, United States of America","-118.2439408","34.0543942","1","big bear lake_and_fresno.json","4mdkNGMy4n8,GjQ6eyNgvIk,mu__N332T7M"
"los angeles pueblo","city","1","LA, Los Angeles County, California, United States of America","-118.2439408","34.0543942","19","bakersfield_and_beverly hills.json,bakersfield_and_santa monica.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_long beach.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_santa ana.json,beverly hills_and_temecula.json,fresno_and_long beach.json,fresno_and_santa ana.json,long beach_and_pasadena.json,long beach_and_san bernardino.json,newport beach_and_oakland.json,newport beach_and_pasadena.json,newport beach_and_san jose.json,pasadena_and_riverside.json,sacramento_and_santa ana.json,santa monica_and_temecula.json","EdLi7luaU9o,0D36XIQkNVA,bLi407bj1iI"
"los angeles route","city","1","LA, Los Angeles County, California, United States of America","-118.2439408","34.0543942","1","berkeley_and_pasadena.json","tTXJNCGkvSs,5KjdUwwXjQY,U_AblV-7tq8"
"los angeles.the","city","1","LA, Los Angeles County, California, United States of America","-118.2439408","34.0543942","1","beverly hills_and_carlsbad.json","yhU-ADBYGCc,V-sD5Xy2N-E,owhOlm1diPM"
"main berkeley station","city","1","Berkeley, Alameda County, California, United States of America","-122.2728638","37.8708393","1","berkeley_and_san francisco.json","_myA2bkDyG0,sAZBDzK6Bf8,GLuTJdMxP8I"
"marina","city","35","Marina, Monterey County, California, United States of America","-121.800639730262","36.6900785","61","anaheim_and_san luis obispo.json,anaheim_and_santa cruz.json,avalon_and_monterey.json,avalon_and_san luis obispo.json,bakersfield_and_monterey.json,berkeley_and_monterey.json,berkeley_and_pismo beach.json,berkeley_and_san luis obispo.json,berkeley_and_big bear lake.json,big bear lake_and_fresno.json,carlsbad_and_monterey.json,fremont_and_monterey.json,fremont_and_pismo beach.json,fremont_and_san luis obispo.json,fresno_and_huntington beach.json,fresno_and_long beach.json,fresno_and_monterey.json,huntington beach_and_pismo beach.json,irvine_and_san luis obispo.json,long beach_and_napa.json,los angeles_and_mammoth lakes.json,los angeles_and_monterey.json,los angeles_and_san luis obispo.json,malibu_and_napa.json,malibu_and_sausalito.json,mammoth lakes_and_monterey.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san francisco.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_pasadena.json,monterey_and_riverside.json,monterey_and_san diego.json,monterey_and_san luis obispo.json,monterey_and_santa barbara.json,monterey_and_temecula.json,napa_and_san luis obispo.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,newport beach_and_oakland.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_stockton.json,oakland_and_san luis obispo.json,oakland_and_santa monica.json,pismo beach_and_riverside.json,pismo beach_and_sausalito.json,sacramento_and_santa monica.json,san diego_and_san luis obispo.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san jose_and_sausalito.json,san luis obispo_and_santa ana.json,san luis obispo_and_sausalito.json,san luis obispo_and_stockton.json,san luis obispo_and_temecula.json,santa ana_and_santa cruz.json,santa barbara_and_santa cruz.json,santa barbara_and_sausalito.json,santa monica_and_sausalito.json","QBH_gYbkyxs,HsxAkuavgGM"
"mesa","city","7","La Mesa, San Diego County, California, United States of America","-117.0230838","32.7678288","14","berkeley_and_santa ana.json,carlsbad_and_santa barbara.json,fremont_and_santa ana.json,fremont_and_santa barbara.json,huntington beach_and_santa barbara.json,malibu_and_newport beach.json,malibu_and_santa barbara.json,long beach_and_santa barbara.json,newport beach_and_santa barbara.json,riverside_and_sausalito.json,sacramento_and_santa barbara.json,san diego_and_sausalito.json,san diego_and_temecula.json,santa barbara_and_santa cruz.json","4-8gi82eLWU,0v1uzcOk5mk,BXzWYMGJKI0"
"mission ridge","city","2","Mission Viejo, Orange County, California, United States of America","-117.6594049","33.5965685","2","avalon_and_san diego.json,fremont_and_san bernardino.json","qz78-lyEnxY,6kzYqUNKGB4,Vv6YhbsA3BY"
"monica boulevard","city","1","Santa Monica, Los Angeles County, California, United States of America","-118.4869738","34.0195598","1","beverly hills_and_san bernardino.json","I6zIEfSxqkg,shQnul-XAtU,nIgUz0bzAEM"
