mention_name,mention_type,mention_popularity,mention_address,mention_longitude,mention_latitude,no_of_blogFiles,mention_found_in_blogFiles
hubli,city,265,"Hubballi - ಹುಬ್ಬಳ್ಳಿ, Hubballi taluku, Dharwad district, Karnataka, 580020, India",75.1379848,15.3518378,303,"badami_and_hassan.json,bangalore_and_sirsi.json,gulbarga_and_talakadu.json,bijapur_and_madikeri.json,belgaum_and_chitradurga.json,badami_and_bellary.json,hassan_and_hubli.json,bidar_and_chitradurga.json,bangalore_and_kundapur.json,bangalore_and_kollur.json,hubli_and_sakleshpur.json,chitradurga_and_dandeli.json,belgaum_and_sirsi.json,jog falls_and_mangalore.json,hubli_and_manipal.json,bidar_and_mangalore.json,agumbe_and_hampi.json,bellary_and_hassan.json,bidar_and_kanakapura.json,chikmagalur_and_hubli.json,belgaum_and_kanakapura.json,bellary_and_sakleshpur.json,davanagere_and_mysore.json,bijapur_and_sakleshpur.json,chitradurga_and_mysore.json,agumbe_and_badami.json,bidar_and_virajpet.json,belur_and_raichur.json,hampi_and_mangalore.json,badami_and_sirsi.json,bidar_and_davanagere.json,belgaum_and_davanagere.json,chikmagalur_and_dandeli.json,bijapur_and_virajpet.json,dandeli_and_manipal.json,badami_and_bijapur.json,kanakapura_and_murudeshwara.json,dandeli_and_hubli.json,bijapur_and_hubli.json,belgaum_and_tumkur.json,badami_and_virajpet.json,bangalore_and_jog falls.json,hubli_and_murudeshwara.json,badami_and_udupi.json,belgaum_and_srirangapatna.json,gulbarga_and_yana.json,bidar_and_shimoga.json,hubli_and_tumkur.json,agumbe_and_tumkur.json,hampi_and_jog falls.json,bidar_and_sirsi.json,chitradurga_and_hubli.json,belur_and_hampi.json,badami_and_kanakapura.json,hubli_and_srirangapatna.json,badami_and_belgaum.json,jog falls_and_raichur.json,badami_and_sringeri.json,dharmasthala_and_hampi.json,dandeli_and_sakleshpur.json,badami_and_davanagere.json,bangalore_and_hospet.json,hampi_and_kollur.json,jog falls_and_nandi hills.json,bidar_and_dandeli.json,gulbarga_and_thirthahalli.json,bidar_and_jog falls.json,bijapur_and_sringeri.json,bijapur_and_chitradurga.json,bangalore_and_udupi.json,hubli_and_thirthahalli.json,bijapur_and_hassan.json,bidar_and_sringeri.json,jog falls_and_kanakapura.json,belgaum_and_udupi.json,hampi_and_hubli.json,hampi_and_kanakapura.json,dandeli_and_kemmangundi.json,badami_and_dandeli.json,chitradurga_and_yana.json,agumbe_and_sirsi.json,gulbarga_and_srirangapatna.json,belgaum_and_hampi.json,belur_and_davanagere.json,bellary_and_udupi.json,belgaum_and_hospet.json,bangalore_and_raichur.json,hubli_and_raichur.json,bangalore_and_hampi.json,bijapur_and_mangalore.json,bidar_and_hassan.json,belgaum_and_mangalore.json,badami_and_shimoga.json,belgaum_and_yana.json,kanakapura_and_kundapur.json,badami_and_kundapur.json,bidar_and_kemmangundi.json,hubli_and_udupi.json,belgaum_and_kemmangundi.json,bijapur_and_kundapur.json,belgaum_and_manipal.json,bellary_and_chikmagalur.json,badami_and_jog falls.json,dandeli_and_raichur.json,dandeli_and_hospet.json,bijapur_and_mysore.json,dandeli_and_yana.json,bidar_and_kundapur.json,badami_and_hampi.json,bidar_and_nandi hills.json,bijapur_and_kemmangundi.json,bidar_and_talakadu.json,hubli_and_sirsi.json,belur_and_murudeshwara.json,bidar_and_hampi.json,belur_and_sirsi.json,chitradurga_and_srirangapatna.json,badami_and_mangalore.json,badami_and_mysore.json,bangalore_and_sringeri.json,badami_and_chikmagalur.json,dharmasthala_and_yana.json,bangalore_and_thirthahalli.json,jog falls_and_mysore.json,bellary_and_mysore.json,bijapur_and_talakadu.json,bijapur_and_shimoga.json,chitradurga_and_murudeshwara.json,badami_and_talakadu.json,dandeli_and_kollur.json,bellary_and_srirangapatna.json,dandeli_and_nandi hills.json,agumbe_and_hospet.json,bangalore_and_murudeshwara.json,belgaum_and_kollur.json,belgaum_and_jog falls.json,bellary_and_sirsi.json,jog falls_and_srirangapatna.json,bijapur_and_dandeli.json,chitradurga_and_gulbarga.json,badami_and_kemmangundi.json,bellary_and_nandi hills.json,bangalore_and_bidar.json,badami_and_manipal.json,badami_and_srirangapatna.json,dandeli_and_mysore.json,belgaum_and_shimoga.json,bellary_and_dandeli.json,bangalore_and_bellary.json,bijapur_and_hospet.json,hubli_and_madikeri.json,bellary_and_madikeri.json,jog falls_and_madikeri.json,bellary_and_kollur.json,bijapur_and_chikmagalur.json,chitradurga_and_raichur.json,belgaum_and_bidar.json,kundapur_and_tumkur.json,chitradurga_and_kanakapura.json,badami_and_kollur.json,chitradurga_and_talakadu.json,shimoga_and_sirsi.json,chitradurga_and_sirsi.json,bangalore_and_chitradurga.json,bidar_and_hubli.json,bijapur_and_udupi.json,dandeli_and_murudeshwara.json,bijapur_and_yana.json,agumbe_and_dandeli.json,dandeli_and_gulbarga.json,bidar_and_murudeshwara.json,belur_and_dandeli.json,badami_and_bidar.json,bellary_and_shimoga.json,belgaum_and_dandeli.json,belgaum_and_kundapur.json,chikmagalur_and_raichur.json,badami_and_yana.json,hubli_and_virajpet.json,jog falls_and_virajpet.json,bangalore_and_bijapur.json,belgaum_and_mysore.json,bellary_and_yana.json,agumbe_and_yana.json,bijapur_and_thirthahalli.json,bangalore_and_hubli.json,bellary_and_murudeshwara.json,dandeli_and_kundapur.json,hubli_and_mysore.json,badami_and_belur.json,agumbe_and_mysore.json,belgaum_and_talakadu.json,bidar_and_srirangapatna.json,bangalore_and_yana.json,belgaum_and_shravanabelagola.json,chikmagalur_and_sirsi.json,bidar_and_tumkur.json,belgaum_and_hubli.json,badami_and_murudeshwara.json,agumbe_and_davanagere.json,badami_and_hubli.json,bellary_and_sringeri.json,badami_and_nandi hills.json,chikmagalur_and_hospet.json,shimoga_and_talakadu.json,bijapur_and_kollur.json,belgaum_and_dharmasthala.json,hubli_and_sringeri.json,badami_and_thirthahalli.json,hubli_and_mangalore.json,kanakapura_and_kollur.json,chikmagalur_and_yana.json,agumbe_and_kanakapura.json,bangalore_and_belgaum.json,chitradurga_and_kundapur.json,hampi_and_hassan.json,chitradurga_and_udupi.json,belgaum_and_belur.json,bijapur_and_sirsi.json,belgaum_and_chikmagalur.json,hampi_and_manipal.json,bellary_and_thirthahalli.json,badami_and_hospet.json,bijapur_and_murudeshwara.json,gulbarga_and_tumkur.json,badami_and_raichur.json,hampi_and_kemmangundi.json,agumbe_and_bidar.json,bellary_and_belur.json,badami_and_sakleshpur.json,dandeli_and_davanagere.json,belgaum_and_thirthahalli.json,chitradurga_and_jog falls.json,badami_and_dharmasthala.json,belur_and_hubli.json,bangalore_and_dandeli.json,bijapur_and_shravanabelagola.json,bidar_and_kollur.json,belur_and_hospet.json,chitradurga_and_manipal.json,agumbe_and_bijapur.json,belgaum_and_bijapur.json,kundapur_and_virajpet.json,belur_and_bijapur.json,bellary_and_dharmasthala.json,agumbe_and_bellary.json,bellary_and_kundapur.json,chikmagalur_and_talakadu.json,bidar_and_yana.json,bijapur_and_dharmasthala.json,bellary_and_jog falls.json,bellary_and_hubli.json,jog falls_and_sakleshpur.json,badami_and_chitradurga.json,belgaum_and_bellary.json,dandeli_and_jog falls.json,bangalore_and_shimoga.json,hubli_and_shimoga.json,belgaum_and_murudeshwara.json,dandeli_and_kanakapura.json,hubli_and_yana.json,belgaum_and_virajpet.json,bellary_and_bijapur.json,bijapur_and_tumkur.json,hampi_and_mysore.json,belur_and_jog falls.json,chikmagalur_and_hampi.json,bijapur_and_davanagere.json,chitradurga_and_madikeri.json,agumbe_and_belgaum.json,bellary_and_davanagere.json,dandeli_and_dharmasthala.json,dandeli_and_hassan.json,agumbe_and_hubli.json,belgaum_and_sakleshpur.json,hubli_and_shravanabelagola.json,badami_and_tumkur.json,bellary_and_gulbarga.json,hampi_and_kundapur.json,bellary_and_mangalore.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,dandeli_and_mangalore.json,jog falls_and_talakadu.json,badami_and_shravanabelagola.json,hampi_and_nandi hills.json,bangalore_and_davanagere.json,hampi_and_murudeshwara.json,dandeli_and_hampi.json,hubli_and_nandi hills.json,bellary_and_bidar.json,bidar_and_hospet.json,belgaum_and_sringeri.json,chitradurga_and_mangalore.json,bijapur_and_kanakapura.json,bidar_and_dharmasthala.json,chitradurga_and_virajpet.json,belgaum_and_hassan.json,badami_and_bangalore.json,shimoga_and_srirangapatna.json,bijapur_and_raichur.json,bellary_and_kanakapura.json,bijapur_and_srirangapatna.json"
mangalore,city,441,"Mangaluru, Mangaluru taluk, Dakshina Kannada, Karnataka, 575001, India",74.8430082,12.8698101,335,"badami_and_hassan.json,bangalore_and_sirsi.json,gulbarga_and_talakadu.json,bijapur_and_madikeri.json,chitradurga_and_dharmasthala.json,belgaum_and_chitradurga.json,bangalore_and_sakleshpur.json,hassan_and_hubli.json,bangalore_and_manipal.json,jog falls_and_kemmangundi.json,chikmagalur_and_nandi hills.json,bangalore_and_kundapur.json,bangalore_and_kollur.json,hubli_and_sakleshpur.json,badami_and_madikeri.json,kanakapura_and_madikeri.json,agumbe_and_srirangapatna.json,jog falls_and_mangalore.json,hubli_and_manipal.json,bidar_and_madikeri.json,bidar_and_mangalore.json,agumbe_and_hampi.json,bellary_and_hassan.json,bidar_and_kanakapura.json,sakleshpur_and_sringeri.json,chikmagalur_and_hubli.json,belgaum_and_kanakapura.json,bellary_and_sakleshpur.json,davanagere_and_mysore.json,bijapur_and_sakleshpur.json,chitradurga_and_mysore.json,agumbe_and_badami.json,bidar_and_virajpet.json,belur_and_raichur.json,hampi_and_mangalore.json,agumbe_and_mangalore.json,sakleshpur_and_yana.json,belgaum_and_davanagere.json,bangalore_and_dharmasthala.json,chikmagalur_and_dandeli.json,bijapur_and_virajpet.json,dandeli_and_manipal.json,kanakapura_and_murudeshwara.json,bangalore_and_mangalore.json,belgaum_and_tumkur.json,badami_and_virajpet.json,bidar_and_udupi.json,bangalore_and_jog falls.json,hubli_and_murudeshwara.json,badami_and_udupi.json,belgaum_and_srirangapatna.json,gulbarga_and_yana.json,bidar_and_shimoga.json,chikmagalur_and_shravanabelagola.json,hubli_and_tumkur.json,agumbe_and_tumkur.json,hampi_and_jog falls.json,bidar_and_sirsi.json,belur_and_hampi.json,agumbe_and_jog falls.json,badami_and_kanakapura.json,bidar_and_mysore.json,hubli_and_srirangapatna.json,jog falls_and_thirthahalli.json,agumbe_and_madikeri.json,badami_and_sringeri.json,dharmasthala_and_hampi.json,dandeli_and_sakleshpur.json,hampi_and_kollur.json,bangalore_and_chikmagalur.json,chikmagalur_and_srirangapatna.json,jog falls_and_nandi hills.json,bidar_and_dandeli.json,gulbarga_and_thirthahalli.json,bidar_and_jog falls.json,bijapur_and_sringeri.json,agumbe_and_virajpet.json,bijapur_and_chitradurga.json,bangalore_and_udupi.json,hubli_and_thirthahalli.json,bijapur_and_hassan.json,bidar_and_sringeri.json,jog falls_and_kanakapura.json,belgaum_and_udupi.json,hampi_and_kanakapura.json,chitradurga_and_yana.json,agumbe_and_sirsi.json,gulbarga_and_srirangapatna.json,shimoga_and_shravanabelagola.json,agumbe_and_talakadu.json,belur_and_davanagere.json,bellary_and_udupi.json,bangalore_and_raichur.json,sakleshpur_and_tumkur.json,bellary_and_manipal.json,bangalore_and_virajpet.json,bijapur_and_mangalore.json,bidar_and_hassan.json,belgaum_and_mangalore.json,badami_and_shimoga.json,bangalore_and_madikeri.json,belgaum_and_yana.json,kanakapura_and_kundapur.json,badami_and_kundapur.json,bidar_and_kemmangundi.json,bijapur_and_nandi hills.json,sakleshpur_and_talakadu.json,hubli_and_udupi.json,belgaum_and_kemmangundi.json,belur_and_udupi.json,belur_and_manipal.json,bijapur_and_kundapur.json,belgaum_and_manipal.json,bellary_and_chikmagalur.json,badami_and_jog falls.json,dandeli_and_raichur.json,bijapur_and_mysore.json,agumbe_and_sakleshpur.json,belur_and_kanakapura.json,bidar_and_kundapur.json,bidar_and_nandi hills.json,bijapur_and_kemmangundi.json,chitradurga_and_sakleshpur.json,bidar_and_talakadu.json,belur_and_murudeshwara.json,chikmagalur_and_chitradurga.json,belur_and_sirsi.json,belgaum_and_nandi hills.json,kanakapura_and_kemmangundi.json,badami_and_mangalore.json,badami_and_mysore.json,sakleshpur_and_udupi.json,bangalore_and_sringeri.json,chikmagalur_and_mysore.json,badami_and_chikmagalur.json,chikmagalur_and_kanakapura.json,dharmasthala_and_yana.json,bangalore_and_thirthahalli.json,jog falls_and_mysore.json,bellary_and_mysore.json,bijapur_and_talakadu.json,bijapur_and_shimoga.json,chitradurga_and_murudeshwara.json,badami_and_talakadu.json,dandeli_and_kollur.json,chitradurga_and_thirthahalli.json,chikmagalur_and_davanagere.json,bellary_and_srirangapatna.json,dandeli_and_nandi hills.json,agumbe_and_hospet.json,bangalore_and_murudeshwara.json,belgaum_and_kollur.json,belgaum_and_jog falls.json,bellary_and_sirsi.json,jog falls_and_manipal.json,chitradurga_and_hassan.json,jog falls_and_srirangapatna.json,belur_and_thirthahalli.json,chitradurga_and_gulbarga.json,badami_and_kemmangundi.json,bangalore_and_bidar.json,badami_and_manipal.json,agumbe_and_dharmasthala.json,badami_and_srirangapatna.json,dandeli_and_mysore.json,belgaum_and_shimoga.json,hubli_and_madikeri.json,bellary_and_madikeri.json,jog falls_and_madikeri.json,bellary_and_kollur.json,bijapur_and_chikmagalur.json,kundapur_and_tumkur.json,chitradurga_and_talakadu.json,agumbe_and_bangalore.json,bidar_and_hubli.json,bijapur_and_udupi.json,bangalore_and_hassan.json,jog falls_and_udupi.json,bijapur_and_yana.json,belur_and_tumkur.json,kanakapura_and_manipal.json,agumbe_and_dandeli.json,dandeli_and_gulbarga.json,bidar_and_murudeshwara.json,belur_and_dandeli.json,bellary_and_shimoga.json,belgaum_and_kundapur.json,agumbe_and_shravanabelagola.json,chikmagalur_and_mangalore.json,dharmasthala_and_nandi hills.json,chikmagalur_and_raichur.json,kanakapura_and_mangalore.json,hubli_and_virajpet.json,belur_and_nandi hills.json,jog falls_and_virajpet.json,bellary_and_virajpet.json,bangalore_and_bijapur.json,belgaum_and_mysore.json,bellary_and_yana.json,chikmagalur_and_virajpet.json,agumbe_and_yana.json,bijapur_and_thirthahalli.json,bangalore_and_hubli.json,bellary_and_murudeshwara.json,dandeli_and_kundapur.json,hubli_and_mysore.json,badami_and_belur.json,agumbe_and_mysore.json,belgaum_and_talakadu.json,bidar_and_srirangapatna.json,bangalore_and_yana.json,belgaum_and_shravanabelagola.json,chikmagalur_and_sirsi.json,bidar_and_tumkur.json,chikmagalur_and_jog falls.json,badami_and_murudeshwara.json,agumbe_and_davanagere.json,belur_and_srirangapatna.json,bellary_and_sringeri.json,jog falls_and_sringeri.json,badami_and_nandi hills.json,chikmagalur_and_hospet.json,shimoga_and_talakadu.json,chikmagalur_and_murudeshwara.json,hampi_and_madikeri.json,bijapur_and_kollur.json,belgaum_and_dharmasthala.json,bangalore_and_belur.json,hubli_and_sringeri.json,badami_and_thirthahalli.json,hubli_and_mangalore.json,kanakapura_and_kollur.json,sakleshpur_and_srirangapatna.json,chikmagalur_and_yana.json,agumbe_and_kanakapura.json,bangalore_and_belgaum.json,chitradurga_and_kundapur.json,hampi_and_hassan.json,bijapur_and_manipal.json,chikmagalur_and_madikeri.json,bidar_and_chikmagalur.json,agumbe_and_nandi hills.json,chitradurga_and_udupi.json,belgaum_and_belur.json,bijapur_and_sirsi.json,belgaum_and_chikmagalur.json,hampi_and_manipal.json,bellary_and_thirthahalli.json,bijapur_and_murudeshwara.json,gulbarga_and_tumkur.json,agumbe_and_bidar.json,bellary_and_belur.json,badami_and_sakleshpur.json,belgaum_and_thirthahalli.json,belgaum_and_madikeri.json,badami_and_dharmasthala.json,belur_and_hubli.json,bangalore_and_dandeli.json,bijapur_and_shravanabelagola.json,bidar_and_kollur.json,belur_and_hospet.json,gulbarga_and_udupi.json,chitradurga_and_manipal.json,agumbe_and_bijapur.json,kundapur_and_virajpet.json,belur_and_bijapur.json,agumbe_and_hassan.json,bellary_and_dharmasthala.json,agumbe_and_bellary.json,bellary_and_kundapur.json,chikmagalur_and_talakadu.json,bidar_and_yana.json,bijapur_and_dharmasthala.json,bellary_and_jog falls.json,jog falls_and_sakleshpur.json,chitradurga_and_sringeri.json,bangalore_and_shimoga.json,hubli_and_shimoga.json,belgaum_and_murudeshwara.json,dandeli_and_kanakapura.json,chikmagalur_and_manipal.json,chikmagalur_and_dharmasthala.json,belgaum_and_virajpet.json,bangalore_and_kemmangundi.json,bijapur_and_tumkur.json,belur_and_mangalore.json,hampi_and_mysore.json,belur_and_kundapur.json,agumbe_and_chitradurga.json,belur_and_jog falls.json,chikmagalur_and_hampi.json,bijapur_and_davanagere.json,chitradurga_and_madikeri.json,agumbe_and_belgaum.json,belur_and_talakadu.json,belur_and_bidar.json,dandeli_and_dharmasthala.json,dandeli_and_hassan.json,agumbe_and_hubli.json,belgaum_and_sakleshpur.json,bidar_and_sakleshpur.json,sakleshpur_and_thirthahalli.json,hubli_and_shravanabelagola.json,badami_and_tumkur.json,hampi_and_kundapur.json,chikmagalur_and_tumkur.json,agumbe_and_murudeshwara.json,bellary_and_mangalore.json,jog falls_and_tumkur.json,dandeli_and_mangalore.json,jog falls_and_talakadu.json,bellary_and_talakadu.json,badami_and_shravanabelagola.json,bellary_and_shravanabelagola.json,bangalore_and_davanagere.json,hampi_and_murudeshwara.json,hubli_and_nandi hills.json,agumbe_and_belur.json,dandeli_and_madikeri.json,bidar_and_hospet.json,bidar_and_manipal.json,belgaum_and_sringeri.json,chitradurga_and_mangalore.json,bijapur_and_kanakapura.json,bidar_and_dharmasthala.json,chitradurga_and_virajpet.json,belgaum_and_hassan.json,belur_and_chitradurga.json,badami_and_bangalore.json,shimoga_and_srirangapatna.json,bidar_and_shravanabelagola.json,bellary_and_kanakapura.json,belur_and_kollur.json,bijapur_and_srirangapatna.json,belur_and_yana.json"
udupi,city,154,"Udupi, Udupi taluku, Udupi district, Karnataka, 576101, India",74.7473232,13.3419169,257,"badami_and_hassan.json,bangalore_and_sirsi.json,bijapur_and_madikeri.json,chitradurga_and_dharmasthala.json,hassan_and_hubli.json,bangalore_and_manipal.json,bangalore_and_kundapur.json,bangalore_and_kollur.json,hubli_and_sakleshpur.json,badami_and_madikeri.json,chitradurga_and_dandeli.json,belgaum_and_sirsi.json,agumbe_and_srirangapatna.json,hubli_and_manipal.json,bidar_and_mangalore.json,agumbe_and_hampi.json,bellary_and_hassan.json,bidar_and_kanakapura.json,belgaum_and_kanakapura.json,bellary_and_sakleshpur.json,bijapur_and_sakleshpur.json,agumbe_and_badami.json,bidar_and_virajpet.json,hampi_and_mangalore.json,agumbe_and_mangalore.json,bangalore_and_dharmasthala.json,chikmagalur_and_dandeli.json,bijapur_and_virajpet.json,dandeli_and_manipal.json,kanakapura_and_murudeshwara.json,bangalore_and_mangalore.json,belgaum_and_tumkur.json,bidar_and_udupi.json,hubli_and_murudeshwara.json,badami_and_udupi.json,belgaum_and_srirangapatna.json,gulbarga_and_yana.json,bidar_and_shimoga.json,hubli_and_tumkur.json,agumbe_and_tumkur.json,hampi_and_jog falls.json,bidar_and_sirsi.json,belur_and_hampi.json,agumbe_and_jog falls.json,badami_and_kanakapura.json,bidar_and_mysore.json,jog falls_and_thirthahalli.json,agumbe_and_madikeri.json,badami_and_sringeri.json,dharmasthala_and_hampi.json,dandeli_and_sakleshpur.json,chikmagalur_and_srirangapatna.json,jog falls_and_nandi hills.json,bidar_and_dandeli.json,gulbarga_and_thirthahalli.json,bidar_and_jog falls.json,bijapur_and_sringeri.json,bangalore_and_udupi.json,hubli_and_thirthahalli.json,bijapur_and_hassan.json,belgaum_and_udupi.json,hampi_and_kanakapura.json,chitradurga_and_yana.json,agumbe_and_sirsi.json,gulbarga_and_srirangapatna.json,agumbe_and_kollur.json,bellary_and_udupi.json,sakleshpur_and_tumkur.json,bellary_and_manipal.json,bijapur_and_mangalore.json,bidar_and_hassan.json,belgaum_and_mangalore.json,belgaum_and_yana.json,agumbe_and_manipal.json,kanakapura_and_kundapur.json,bidar_and_kemmangundi.json,bijapur_and_nandi hills.json,hubli_and_udupi.json,belgaum_and_kemmangundi.json,belur_and_udupi.json,belur_and_manipal.json,bijapur_and_kundapur.json,belgaum_and_manipal.json,bellary_and_chikmagalur.json,badami_and_jog falls.json,bijapur_and_mysore.json,bidar_and_kundapur.json,bijapur_and_kemmangundi.json,bidar_and_talakadu.json,bidar_and_hampi.json,chikmagalur_and_chitradurga.json,belur_and_sirsi.json,belgaum_and_nandi hills.json,badami_and_mysore.json,sakleshpur_and_udupi.json,bangalore_and_sringeri.json,badami_and_chikmagalur.json,dharmasthala_and_yana.json,bangalore_and_thirthahalli.json,jog falls_and_mysore.json,bellary_and_mysore.json,bijapur_and_talakadu.json,bijapur_and_shimoga.json,chitradurga_and_murudeshwara.json,dandeli_and_kollur.json,chitradurga_and_thirthahalli.json,chikmagalur_and_davanagere.json,bellary_and_srirangapatna.json,belgaum_and_kollur.json,belgaum_and_jog falls.json,bellary_and_sirsi.json,jog falls_and_manipal.json,agumbe_and_udupi.json,jog falls_and_srirangapatna.json,belur_and_thirthahalli.json,agumbe_and_kundapur.json,chitradurga_and_gulbarga.json,badami_and_manipal.json,agumbe_and_dharmasthala.json,badami_and_srirangapatna.json,chikmagalur_and_kollur.json,belgaum_and_shimoga.json,bellary_and_madikeri.json,jog falls_and_madikeri.json,bellary_and_kollur.json,bijapur_and_chikmagalur.json,agumbe_and_kemmangundi.json,belgaum_and_bidar.json,kundapur_and_tumkur.json,chitradurga_and_kanakapura.json,chitradurga_and_talakadu.json,chitradurga_and_sirsi.json,bidar_and_hubli.json,bijapur_and_udupi.json,bangalore_and_hassan.json,dandeli_and_murudeshwara.json,jog falls_and_udupi.json,bijapur_and_yana.json,belur_and_tumkur.json,kanakapura_and_manipal.json,agumbe_and_dandeli.json,dandeli_and_gulbarga.json,bidar_and_murudeshwara.json,bellary_and_shimoga.json,belgaum_and_kundapur.json,dharmasthala_and_nandi hills.json,chikmagalur_and_raichur.json,kanakapura_and_mangalore.json,badami_and_yana.json,hubli_and_virajpet.json,belur_and_nandi hills.json,jog falls_and_virajpet.json,bellary_and_virajpet.json,belgaum_and_mysore.json,kundapur_and_udupi.json,bellary_and_yana.json,agumbe_and_yana.json,bijapur_and_thirthahalli.json,bangalore_and_hubli.json,bellary_and_murudeshwara.json,hubli_and_mysore.json,badami_and_belur.json,belgaum_and_talakadu.json,bidar_and_srirangapatna.json,bangalore_and_yana.json,belgaum_and_shravanabelagola.json,chikmagalur_and_sirsi.json,bidar_and_tumkur.json,chikmagalur_and_jog falls.json,bellary_and_sringeri.json,jog falls_and_sringeri.json,badami_and_nandi hills.json,chikmagalur_and_hospet.json,chikmagalur_and_murudeshwara.json,hampi_and_madikeri.json,bijapur_and_kollur.json,belgaum_and_dharmasthala.json,hubli_and_sringeri.json,badami_and_thirthahalli.json,hubli_and_mangalore.json,kanakapura_and_kollur.json,agumbe_and_kanakapura.json,chitradurga_and_kundapur.json,hampi_and_hassan.json,bijapur_and_manipal.json,agumbe_and_nandi hills.json,chitradurga_and_udupi.json,belgaum_and_belur.json,bijapur_and_sirsi.json,hampi_and_manipal.json,bellary_and_thirthahalli.json,bijapur_and_murudeshwara.json,gulbarga_and_tumkur.json,agumbe_and_bidar.json,bellary_and_belur.json,badami_and_sakleshpur.json,belgaum_and_madikeri.json,badami_and_dharmasthala.json,belur_and_hubli.json,bijapur_and_shravanabelagola.json,bidar_and_kollur.json,belur_and_hospet.json,gulbarga_and_udupi.json,chitradurga_and_manipal.json,agumbe_and_bijapur.json,kundapur_and_virajpet.json,belur_and_bijapur.json,agumbe_and_bellary.json,jog falls_and_kundapur.json,bellary_and_kundapur.json,bidar_and_yana.json,bijapur_and_dharmasthala.json,bellary_and_jog falls.json,jog falls_and_sakleshpur.json,bangalore_and_shimoga.json,hubli_and_shimoga.json,belgaum_and_murudeshwara.json,dandeli_and_kanakapura.json,chikmagalur_and_manipal.json,bijapur_and_tumkur.json,hampi_and_mysore.json,belur_and_kundapur.json,agumbe_and_chitradurga.json,belur_and_jog falls.json,bijapur_and_davanagere.json,agumbe_and_belgaum.json,belur_and_bidar.json,dandeli_and_dharmasthala.json,dandeli_and_hassan.json,agumbe_and_hubli.json,belgaum_and_sakleshpur.json,bidar_and_sakleshpur.json,sakleshpur_and_thirthahalli.json,hubli_and_shravanabelagola.json,badami_and_tumkur.json,chikmagalur_and_tumkur.json,agumbe_and_murudeshwara.json,bellary_and_mangalore.json,jog falls_and_tumkur.json,dandeli_and_mangalore.json,jog falls_and_talakadu.json,bellary_and_talakadu.json,bellary_and_shravanabelagola.json,hampi_and_murudeshwara.json,hubli_and_nandi hills.json,bidar_and_hospet.json,bidar_and_manipal.json,belgaum_and_sringeri.json,chitradurga_and_mangalore.json,bijapur_and_kanakapura.json,bidar_and_dharmasthala.json,belgaum_and_hassan.json,shimoga_and_srirangapatna.json,bellary_and_kanakapura.json,belur_and_kollur.json,bijapur_and_srirangapatna.json,belur_and_yana.json"
